report_date,channel, spend ,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2021,facebook,56634,,,,apple brand search,apple non-brand search,direct streaming audio,direct-mail,facebook,google brand search,google non-brand search,google uac,growth-promo,impact radius,influencer,package-inserts,podcast,print,promo,radio,referral,snapchat,street-team,tiktok,tv,
5/2/2022,podcast,1073,,,,,,,,,,,,,,,,,,,,,,,,,
5/2/2022,referral,100,,,,,,,,,,,,,,,,,,,,,,,,,
5/2/2022,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
5/2/2022,tiktok,2493,,,,,,,,,,,,,,,,,,,,,,,,,
5/3/2022,apple brand search,2669,,,,,,,,,,,,,,,,,,,,,,,,,
5/3/2022,apple non-brand search,400,,,,,,,,,,,,,,,,,,,,,,,,,
5/3/2022,direct-mail,291,,,,,,,,,,,,,,,,,,,,,,,,,
5/3/2022,facebook,6392,,,,,,,,,,,,,,,,,,,,,,,,,
5/3/2022,google brand search,3465,,,,,,,,,,,,,,,,,,,,,,,,,
5/3/2022,google non-brand search,10644,,,,,,,,,,,,,,,,,,,,,,,,,
5/3/2022,growth-promo,250,,,,,,,,,,,,,,,,,,,,,,,,,
5/3/2022,impact radius,10495,,,,,,,,,,,,,,,,,,,,,,,,,
5/3/2022,influencer,52406,,,,,,,,,,,,,,,,,,,,,,,,,
5/3/2022,podcast,1052,,,,,,,,,,,,,,,,,,,,,,,,,
5/3/2022,referral,3000,,,,,,,,,,,,,,,,,,,,,,,,,
5/3/2022,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
5/3/2022,tiktok,2497,,,,,,,,,,,,,,,,,,,,,,,,,
5/4/2022,apple brand search,2772,,,,,,,,,,,,,,,,,,,,,,,,,
5/4/2022,apple non-brand search,391,,,,,,,,,,,,,,,,,,,,,,,,,
5/4/2022,direct streaming audio,2000,,,,,,,,,,,,,,,,,,,,,,,,,
5/4/2022,direct-mail,291,,,,,,,,,,,,,,,,,,,,,,,,,
5/4/2022,facebook,6654,,,,,,,,,,,,,,,,,,,,,,,,,
5/4/2022,google brand search,3593,,,,,,,,,,,,,,,,,,,,,,,,,
5/4/2022,google non-brand search,9612,,,,,,,,,,,,,,,,,,,,,,,,,
5/4/2022,growth-promo,250,,,,,,,,,,,,,,,,,,,,,,,,,
5/4/2022,impact radius,12375,,,,,,,,,,,,,,,,,,,,,,,,,
5/4/2022,influencer,82828,,,,,,,,,,,,,,,,,,,,,,,,,
5/4/2022,podcast,2166,,,,,,,,,,,,,,,,,,,,,,,,,
5/4/2022,referral,2300,,,,,,,,,,,,,,,,,,,,,,,,,
5/4/2022,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
5/4/2022,tiktok,2488,,,,,,,,,,,,,,,,,,,,,,,,,
5/5/2022,apple brand search,2722,,,,,,,,,,,,,,,,,,,,,,,,,
5/5/2022,apple non-brand search,409,,,,,,,,,,,,,,,,,,,,,,,,,
5/5/2022,direct-mail,245,,,,,,,,,,,,,,,,,,,,,,,,,
5/5/2022,facebook,8090,,,,,,,,,,,,,,,,,,,,,,,,,
5/5/2022,google brand search,3256,,,,,,,,,,,,,,,,,,,,,,,,,
5/5/2022,google non-brand search,9829,,,,,,,,,,,,,,,,,,,,,,,,,
5/5/2022,growth-promo,800,,,,,,,,,,,,,,,,,,,,,,,,,
5/5/2022,impact radius,14500,,,,,,,,,,,,,,,,,,,,,,,,,
5/5/2022,influencer,32803,,,,,,,,,,,,,,,,,,,,,,,,,
5/5/2022,podcast,2120,,,,,,,,,,,,,,,,,,,,,,,,,
5/5/2022,referral,10300,,,,,,,,,,,,,,,,,,,,,,,,,
5/5/2022,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
5/5/2022,tiktok,2490,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2022,apple brand search,2409,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2022,apple non-brand search,415,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2022,direct-mail,383,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2022,facebook,7563,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2022,google brand search,3565,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2022,google non-brand search,9720,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2022,growth-promo,1150,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2022,impact radius,11955,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2022,influencer,23846,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2022,podcast,1902,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2022,referral,16300,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2022,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2022,tiktok,2487,,,,,,,,,,,,,,,,,,,,,,,,,
5/7/2022,apple brand search,2257,,,,,,,,,,,,,,,,,,,,,,,,,
5/7/2022,apple non-brand search,407,,,,,,,,,,,,,,,,,,,,,,,,,
5/7/2022,direct-mail,322,,,,,,,,,,,,,,,,,,,,,,,,,
5/7/2022,facebook,6562,,,,,,,,,,,,,,,,,,,,,,,,,
5/7/2022,google brand search,2494,,,,,,,,,,,,,,,,,,,,,,,,,
5/7/2022,google non-brand search,4535,,,,,,,,,,,,,,,,,,,,,,,,,
5/7/2022,growth-promo,400,,,,,,,,,,,,,,,,,,,,,,,,,
5/7/2022,impact radius,11440,,,,,,,,,,,,,,,,,,,,,,,,,
5/7/2022,influencer,13919,,,,,,,,,,,,,,,,,,,,,,,,,
5/7/2022,podcast,1814,,,,,,,,,,,,,,,,,,,,,,,,,
5/7/2022,referral,6700,,,,,,,,,,,,,,,,,,,,,,,,,
5/7/2022,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
5/7/2022,tiktok,2491,,,,,,,,,,,,,,,,,,,,,,,,,
5/7/2022,tv,0,,,,,,,,,,,,,,,,,,,,,,,,,
5/8/2022,apple brand search,2008,,,,,,,,,,,,,,,,,,,,,,,,,
5/8/2022,apple non-brand search,357,,,,,,,,,,,,,,,,,,,,,,,,,
5/8/2022,direct-mail,383,,,,,,,,,,,,,,,,,,,,,,,,,
5/8/2022,facebook,7033,,,,,,,,,,,,,,,,,,,,,,,,,
5/8/2022,google brand search,1952,,,,,,,,,,,,,,,,,,,,,,,,,
5/8/2022,google non-brand search,2230,,,,,,,,,,,,,,,,,,,,,,,,,
5/8/2022,impact radius,10075,,,,,,,,,,,,,,,,,,,,,,,,,
5/8/2022,influencer,9240,,,,,,,,,,,,,,,,,,,,,,,,,
5/8/2022,podcast,1814,,,,,,,,,,,,,,,,,,,,,,,,,
5/8/2022,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
5/8/2022,tiktok,2459,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/2022,apple brand search,1895,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/2022,apple non-brand search,447,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/2022,direct-mail,499,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/2022,facebook,7610,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/2022,google brand search,2603,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/2022,google non-brand search,3226,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/2022,impact radius,12560,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/2022,influencer,6082,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/2022,podcast,1996,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/2022,referral,200,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/2022,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/2022,tiktok,2479,,,,,,,,,,,,,,,,,,,,,,,,,
5/10/2022,apple brand search,2188,,,,,,,,,,,,,,,,,,,,,,,,,
5/10/2022,apple non-brand search,379,,,,,,,,,,,,,,,,,,,,,,,,,
5/10/2022,direct-mail,1353,,,,,,,,,,,,,,,,,,,,,,,,,
5/10/2022,facebook,8153,,,,,,,,,,,,,,,,,,,,,,,,,
5/10/2022,google brand search,2231,,,,,,,,,,,,,,,,,,,,,,,,,
5/10/2022,google non-brand search,3197,,,,,,,,,,,,,,,,,,,,,,,,,
5/10/2022,growth-promo,350,,,,,,,,,,,,,,,,,,,,,,,,,
5/10/2022,impact radius,15475,,,,,,,,,,,,,,,,,,,,,,,,,
5/10/2022,influencer,11768,,,,,,,,,,,,,,,,,,,,,,,,,
5/10/2022,podcast,2378,,,,,,,,,,,,,,,,,,,,,,,,,
5/10/2022,referral,2400,,,,,,,,,,,,,,,,,,,,,,,,,
5/10/2022,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
5/10/2022,tiktok,2240,,,,,,,,,,,,,,,,,,,,,,,,,
5/10/2022,tv,0,,,,,,,,,,,,,,,,,,,,,,,,,
5/11/2022,apple brand search,2293,,,,,,,,,,,,,,,,,,,,,,,,,
5/11/2022,apple non-brand search,423,,,,,,,,,,,,,,,,,,,,,,,,,
5/11/2022,direct-mail,1353,,,,,,,,,,,,,,,,,,,,,,,,,
5/11/2022,facebook,7721,,,,,,,,,,,,,,,,,,,,,,,,,
5/11/2022,google brand search,2234,,,,,,,,,,,,,,,,,,,,,,,,,
5/11/2022,google non-brand search,2686,,,,,,,,,,,,,,,,,,,,,,,,,
5/11/2022,growth-promo,700,,,,,,,,,,,,,,,,,,,,,,,,,
5/11/2022,impact radius,23375,,,,,,,,,,,,,,,,,,,,,,,,,
5/11/2022,influencer,143,,,,,,,,,,,,,,,,,,,,,,,,,
5/11/2022,podcast,1440,,,,,,,,,,,,,,,,,,,,,,,,,
5/11/2022,referral,6200,,,,,,,,,,,,,,,,,,,,,,,,,
5/11/2022,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
5/11/2022,tiktok,2074,,,,,,,,,,,,,,,,,,,,,,,,,
5/11/2022,tv,0,,,,,,,,,,,,,,,,,,,,,,,,,
5/12/2022,apple brand search,2568,,,,,,,,,,,,,,,,,,,,,,,,,
5/12/2022,apple non-brand search,389,,,,,,,,,,,,,,,,,,,,,,,,,
5/12/2022,direct-mail,1954,,,,,,,,,,,,,,,,,,,,,,,,,
5/12/2022,facebook,5092,,,,,,,,,,,,,,,,,,,,,,,,,
5/12/2022,google brand search,1584,,,,,,,,,,,,,,,,,,,,,,,,,
5/12/2022,google non-brand search,2463,,,,,,,,,,,,,,,,,,,,,,,,,
5/12/2022,google uac,112,,,,,,,,,,,,,,,,,,,,,,,,,
5/12/2022,growth-promo,1000,,,,,,,,,,,,,,,,,,,,,,,,,
5/12/2022,impact radius,22395,,,,,,,,,,,,,,,,,,,,,,,,,
5/12/2022,influencer,906,,,,,,,,,,,,,,,,,,,,,,,,,
5/12/2022,podcast,1384,,,,,,,,,,,,,,,,,,,,,,,,,
5/12/2022,referral,10300,,,,,,,,,,,,,,,,,,,,,,,,,
5/12/2022,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
5/12/2022,tiktok,1912,,,,,,,,,,,,,,,,,,,,,,,,,
5/12/2022,tv,0,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2022,apple brand search,2508,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2022,apple non-brand search,408,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2022,direct-mail,1804,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2022,facebook,5519,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2022,google brand search,1695,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2022,google non-brand search,3079,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2022,google uac,537,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2022,growth-promo,1350,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2022,impact radius,24435,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2022,influencer,10955,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2022,podcast,1435,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2022,referral,12900,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2022,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2022,tiktok,1712,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2022,tv,0,,,,,,,,,,,,,,,,,,,,,,,,,
5/14/2022,apple brand search,2563,,,,,,,,,,,,,,,,,,,,,,,,,
5/14/2022,apple non-brand search,420,,,,,,,,,,,,,,,,,,,,,,,,,
5/14/2022,direct-mail,4391,,,,,,,,,,,,,,,,,,,,,,,,,
5/14/2022,facebook,6348,,,,,,,,,,,,,,,,,,,,,,,,,
5/14/2022,google brand search,1647,,,,,,,,,,,,,,,,,,,,,,,,,
5/14/2022,google non-brand search,3199,,,,,,,,,,,,,,,,,,,,,,,,,
5/14/2022,google uac,928,,,,,,,,,,,,,,,,,,,,,,,,,
5/14/2022,growth-promo,900,,,,,,,,,,,,,,,,,,,,,,,,,
5/14/2022,impact radius,16665,,,,,,,,,,,,,,,,,,,,,,,,,
5/14/2022,influencer,6465,,,,,,,,,,,,,,,,,,,,,,,,,
5/14/2022,podcast,1435,,,,,,,,,,,,,,,,,,,,,,,,,
5/14/2022,referral,5900,,,,,,,,,,,,,,,,,,,,,,,,,
5/14/2022,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
5/14/2022,tiktok,1890,,,,,,,,,,,,,,,,,,,,,,,,,
5/14/2022,tv,0,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/2022,apple brand search,2272,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/2022,apple non-brand search,372,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/2022,direct-mail,12243,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/2022,facebook,7232,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/2022,google brand search,1899,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/2022,google non-brand search,3042,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/2022,google uac,2734,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/2022,growth-promo,50,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/2022,impact radius,20320,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/2022,influencer,8620,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/2022,podcast,1435,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/2022,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/2022,tiktok,2039,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/2022,tv,0,,,,,,,,,,,,,,,,,,,,,,,,,
5/16/2022,apple brand search,2624,,,,,,,,,,,,,,,,,,,,,,,,,
5/16/2022,apple non-brand search,443,,,,,,,,,,,,,,,,,,,,,,,,,
5/16/2022,direct-mail,25298,,,,,,,,,,,,,,,,,,,,,,,,,
5/16/2022,facebook,7941,,,,,,,,,,,,,,,,,,,,,,,,,
5/16/2022,google brand search,2321,,,,,,,,,,,,,,,,,,,,,,,,,
5/16/2022,google non-brand search,3859,,,,,,,,,,,,,,,,,,,,,,,,,
5/16/2022,google uac,2683,,,,,,,,,,,,,,,,,,,,,,,,,
5/16/2022,growth-promo,100,,,,,,,,,,,,,,,,,,,,,,,,,
5/16/2022,impact radius,29110,,,,,,,,,,,,,,,,,,,,,,,,,
5/16/2022,influencer,4808,,,,,,,,,,,,,,,,,,,,,,,,,
5/16/2022,podcast,1714,,,,,,,,,,,,,,,,,,,,,,,,,
5/16/2022,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
5/16/2022,tiktok,2234,,,,,,,,,,,,,,,,,,,,,,,,,
5/16/2022,tv,0,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/2022,apple brand search,2577,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/2022,apple non-brand search,364,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/2022,direct-mail,44762,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/2022,facebook,8171,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/2022,google brand search,2988,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/2022,google non-brand search,4809,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/2022,google uac,2264,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/2022,growth-promo,400,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/2022,impact radius,25160,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/2022,influencer,3199,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/2022,podcast,1523,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/2022,referral,2400,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/2022,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/2022,tiktok,2453,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/2022,tv,0,,,,,,,,,,,,,,,,,,,,,,,,,
5/18/2022,apple brand search,2568,,,,,,,,,,,,,,,,,,,,,,,,,
5/18/2022,apple non-brand search,434,,,,,,,,,,,,,,,,,,,,,,,,,
5/18/2022,direct-mail,43408,,,,,,,,,,,,,,,,,,,,,,,,,
5/18/2022,facebook,9899,,,,,,,,,,,,,,,,,,,,,,,,,
5/18/2022,google brand search,2612,,,,,,,,,,,,,,,,,,,,,,,,,
5/18/2022,google non-brand search,4869,,,,,,,,,,,,,,,,,,,,,,,,,
5/18/2022,google uac,2115,,,,,,,,,,,,,,,,,,,,,,,,,
5/18/2022,growth-promo,400,,,,,,,,,,,,,,,,,,,,,,,,,
5/18/2022,impact radius,23550,,,,,,,,,,,,,,,,,,,,,,,,,
5/18/2022,influencer,1610,,,,,,,,,,,,,,,,,,,,,,,,,
5/18/2022,podcast,1257,,,,,,,,,,,,,,,,,,,,,,,,,
5/18/2022,referral,3600,,,,,,,,,,,,,,,,,,,,,,,,,
5/18/2022,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
5/18/2022,tiktok,2095,,,,,,,,,,,,,,,,,,,,,,,,,
5/18/2022,tv,0,,,,,,,,,,,,,,,,,,,,,,,,,
5/19/2022,apple brand search,3827,,,,,,,,,,,,,,,,,,,,,,,,,
5/19/2022,apple non-brand search,394,,,,,,,,,,,,,,,,,,,,,,,,,
5/19/2022,direct-mail,33812,,,,,,,,,,,,,,,,,,,,,,,,,
5/19/2022,facebook,10868,,,,,,,,,,,,,,,,,,,,,,,,,
5/19/2022,google brand search,5141,,,,,,,,,,,,,,,,,,,,,,,,,
5/19/2022,google non-brand search,4767,,,,,,,,,,,,,,,,,,,,,,,,,
5/19/2022,google uac,2066,,,,,,,,,,,,,,,,,,,,,,,,,
5/19/2022,growth-promo,1200,,,,,,,,,,,,,,,,,,,,,,,,,
5/19/2022,impact radius,25625,,,,,,,,,,,,,,,,,,,,,,,,,
5/19/2022,influencer,17715,,,,,,,,,,,,,,,,,,,,,,,,,
5/19/2022,podcast,1248,,,,,,,,,,,,,,,,,,,,,,,,,
5/19/2022,referral,11800,,,,,,,,,,,,,,,,,,,,,,,,,
5/19/2022,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
5/19/2022,tiktok,1836,,,,,,,,,,,,,,,,,,,,,,,,,
5/19/2022,tv,0,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/2022,apple brand search,1792,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/2022,apple non-brand search,380,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/2022,direct-mail,21539,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/2022,facebook,10909,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/2022,google brand search,2655,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/2022,google non-brand search,6058,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/2022,google uac,3178,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/2022,growth-promo,100,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/2022,impact radius,24820,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/2022,influencer,2262,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/2022,podcast,1013,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/2022,referral,200,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/2022,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/2022,tiktok,1450,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/2022,tv,0,,,,,,,,,,,,,,,,,,,,,,,,,
5/21/2022,apple brand search,2060,,,,,,,,,,,,,,,,,,,,,,,,,
5/21/2022,apple non-brand search,438,,,,,,,,,,,,,,,,,,,,,,,,,
5/21/2022,direct-mail,16004,,,,,,,,,,,,,,,,,,,,,,,,,
5/21/2022,facebook,11529,,,,,,,,,,,,,,,,,,,,,,,,,
5/21/2022,google brand search,2241,,,,,,,,,,,,,,,,,,,,,,,,,
5/21/2022,google non-brand search,6177,,,,,,,,,,,,,,,,,,,,,,,,,
5/21/2022,google uac,3336,,,,,,,,,,,,,,,,,,,,,,,,,
5/21/2022,growth-promo,50,,,,,,,,,,,,,,,,,,,,,,,,,
5/21/2022,impact radius,15690,,,,,,,,,,,,,,,,,,,,,,,,,
5/21/2022,influencer,1228,,,,,,,,,,,,,,,,,,,,,,,,,
5/21/2022,podcast,977,,,,,,,,,,,,,,,,,,,,,,,,,
5/21/2022,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
5/21/2022,tiktok,1583,,,,,,,,,,,,,,,,,,,,,,,,,
5/21/2022,tv,0,,,,,,,,,,,,,,,,,,,,,,,,,
5/22/2022,apple brand search,2163,,,,,,,,,,,,,,,,,,,,,,,,,
5/22/2022,apple non-brand search,370,,,,,,,,,,,,,,,,,,,,,,,,,
5/22/2022,direct-mail,15763,,,,,,,,,,,,,,,,,,,,,,,,,
5/22/2022,facebook,11814,,,,,,,,,,,,,,,,,,,,,,,,,
5/22/2022,google brand search,2435,,,,,,,,,,,,,,,,,,,,,,,,,
5/22/2022,google non-brand search,6701,,,,,,,,,,,,,,,,,,,,,,,,,
5/22/2022,google uac,3941,,,,,,,,,,,,,,,,,,,,,,,,,
5/22/2022,growth-promo,1250,,,,,,,,,,,,,,,,,,,,,,,,,
5/22/2022,impact radius,19745,,,,,,,,,,,,,,,,,,,,,,,,,
5/22/2022,influencer,757,,,,,,,,,,,,,,,,,,,,,,,,,
5/22/2022,podcast,977,,,,,,,,,,,,,,,,,,,,,,,,,
5/22/2022,referral,22400,,,,,,,,,,,,,,,,,,,,,,,,,
5/22/2022,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
5/22/2022,tiktok,1562,,,,,,,,,,,,,,,,,,,,,,,,,
5/22/2022,tv,0,,,,,,,,,,,,,,,,,,,,,,,,,
5/23/2022,apple brand search,2180,,,,,,,,,,,,,,,,,,,,,,,,,
5/23/2022,apple non-brand search,431,,,,,,,,,,,,,,,,,,,,,,,,,
5/23/2022,direct-mail,11672,,,,,,,,,,,,,,,,,,,,,,,,,
5/23/2022,facebook,11868,,,,,,,,,,,,,,,,,,,,,,,,,
5/23/2022,google brand search,2834,,,,,,,,,,,,,,,,,,,,,,,,,
5/23/2022,google non-brand search,11538,,,,,,,,,,,,,,,,,,,,,,,,,
5/23/2022,google uac,3731,,,,,,,,,,,,,,,,,,,,,,,,,
5/23/2022,impact radius,24230,,,,,,,,,,,,,,,,,,,,,,,,,
5/23/2022,influencer,9469,,,,,,,,,,,,,,,,,,,,,,,,,
5/23/2022,podcast,627,,,,,,,,,,,,,,,,,,,,,,,,,
5/23/2022,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
5/23/2022,tiktok,1446,,,,,,,,,,,,,,,,,,,,,,,,,
5/23/2022,tv,0,,,,,,,,,,,,,,,,,,,,,,,,,
5/24/2022,apple brand search,2383,,,,,,,,,,,,,,,,,,,,,,,,,
5/24/2022,apple non-brand search,399,,,,,,,,,,,,,,,,,,,,,,,,,
5/24/2022,direct-mail,8483,,,,,,,,,,,,,,,,,,,,,,,,,
5/24/2022,facebook,12412,,,,,,,,,,,,,,,,,,,,,,,,,
5/24/2022,google brand search,3684,,,,,,,,,,,,,,,,,,,,,,,,,
5/24/2022,google non-brand search,15870,,,,,,,,,,,,,,,,,,,,,,,,,
5/24/2022,google uac,3731,,,,,,,,,,,,,,,,,,,,,,,,,
5/24/2022,growth-promo,550,,,,,,,,,,,,,,,,,,,,,,,,,
5/24/2022,impact radius,22075,,,,,,,,,,,,,,,,,,,,,,,,,
5/24/2022,influencer,29324,,,,,,,,,,,,,,,,,,,,,,,,,
5/24/2022,podcast,512,,,,,,,,,,,,,,,,,,,,,,,,,
5/24/2022,referral,1800,,,,,,,,,,,,,,,,,,,,,,,,,
5/24/2022,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
5/24/2022,tiktok,1645,,,,,,,,,,,,,,,,,,,,,,,,,
5/24/2022,tv,0,,,,,,,,,,,,,,,,,,,,,,,,,
5/25/2022,apple brand search,2864,,,,,,,,,,,,,,,,,,,,,,,,,
5/25/2022,apple non-brand search,430,,,,,,,,,,,,,,,,,,,,,,,,,
5/25/2022,direct-mail,7069,,,,,,,,,,,,,,,,,,,,,,,,,
5/25/2022,facebook,13838,,,,,,,,,,,,,,,,,,,,,,,,,
5/25/2022,google brand search,3912,,,,,,,,,,,,,,,,,,,,,,,,,
5/25/2022,google non-brand search,18835,,,,,,,,,,,,,,,,,,,,,,,,,
5/25/2022,google uac,4990,,,,,,,,,,,,,,,,,,,,,,,,,
5/25/2022,growth-promo,850,,,,,,,,,,,,,,,,,,,,,,,,,
5/25/2022,impact radius,28865,,,,,,,,,,,,,,,,,,,,,,,,,
5/25/2022,influencer,31163,,,,,,,,,,,,,,,,,,,,,,,,,
5/25/2022,podcast,494,,,,,,,,,,,,,,,,,,,,,,,,,
5/25/2022,referral,7700,,,,,,,,,,,,,,,,,,,,,,,,,
5/25/2022,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
5/25/2022,tiktok,1999,,,,,,,,,,,,,,,,,,,,,,,,,
5/25/2022,tv,0,,,,,,,,,,,,,,,,,,,,,,,,,
5/26/2022,apple brand search,2710,,,,,,,,,,,,,,,,,,,,,,,,,
5/26/2022,apple non-brand search,401,,,,,,,,,,,,,,,,,,,,,,,,,
5/26/2022,direct-mail,4603,,,,,,,,,,,,,,,,,,,,,,,,,
5/26/2022,facebook,14152,,,,,,,,,,,,,,,,,,,,,,,,,
5/26/2022,google brand search,4324,,,,,,,,,,,,,,,,,,,,,,,,,
5/26/2022,google non-brand search,20559,,,,,,,,,,,,,,,,,,,,,,,,,
5/26/2022,google uac,4811,,,,,,,,,,,,,,,,,,,,,,,,,
5/26/2022,growth-promo,1300,,,,,,,,,,,,,,,,,,,,,,,,,
5/26/2022,impact radius,26065,,,,,,,,,,,,,,,,,,,,,,,,,
5/26/2022,influencer,26288,,,,,,,,,,,,,,,,,,,,,,,,,
5/26/2022,podcast,492,,,,,,,,,,,,,,,,,,,,,,,,,
5/26/2022,referral,12500,,,,,,,,,,,,,,,,,,,,,,,,,
5/26/2022,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
5/26/2022,tiktok,2183,,,,,,,,,,,,,,,,,,,,,,,,,
5/26/2022,tv,0,,,,,,,,,,,,,,,,,,,,,,,,,
5/27/2022,apple brand search,2775,,,,,,,,,,,,,,,,,,,,,,,,,
5/27/2022,apple non-brand search,830,,,,,,,,,,,,,,,,,,,,,,,,,
5/27/2022,direct-mail,4242,,,,,,,,,,,,,,,,,,,,,,,,,
5/27/2022,facebook,15256,,,,,,,,,,,,,,,,,,,,,,,,,
