Date,Ally,Varo,SoFi,Chime
1/4/2023,11.8,9,-,18.8
1/5/2023,7.3,2.1,-,10.5
1/6/2023,5.9,0,-,17.3
1/7/2023,5,0,-,14
1/8/2023,3,2.3,-,12.5
1/9/2023,7.2,2.2,-,13
1/10/2023,10.4,0,-,7.8
1/11/2023,7.1,0,-,16.1
1/12/2023,7.3,3.2,-,13.6
1/13/2023,6.8,0,-,16.9
1/14/2023,8,2.4,-,12.9
1/15/2023,8.3,0,-,14.3
1/16/2023,2.2,2,-,17.1
1/17/2023,7.2,0,-,16.1
1/18/2023,3.8,3.9,-,13.5
1/19/2023,5.2,2.8,-,7.3
1/20/2023,5.7,0.9,-,16
1/21/2023,7.4,0,-,16.2
1/22/2023,8.7,1.2,-,12.3
1/23/2023,6.4,0.9,-,10.3
1/24/2023,4.9,0,-,16.8
1/25/2023,6.9,0,-,19.2
1/26/2023,2.2,6.1,-,12.9
1/27/2023,9,0,-,10.9
1/28/2023,4.2,0.9,-,9.3
1/29/2023,4.7,2.7,-,12.9
1/30/2023,9.6,2.7,-,10.2
1/31/2023,4.6,0,-,12.8
2/1/2023,8.6,1.5,-,9.5
2/2/2023,7.9,3.7,-,14.2
2/3/2023,6.5,0,-,6
2/4/2023,6.2,1,-,12.3
2/5/2023,3.1,0,-,18.8
2/6/2023,1.1,3.2,-,10.7
2/7/2023,13.9,0.9,-,20.3
2/8/2023,5.8,2.8,-,8.2
2/9/2023,2,1,-,11.1
2/10/2023,6.7,1.9,-,7.2
2/11/2023,13,0,-,13.6
2/12/2023,10,0.8,-,20.4
2/13/2023,7.7,2.3,-,15.3
2/14/2023,6,0.7,-,11.4
2/15/2023,4.2,0.6,-,18.2
2/16/2023,8,1.2,-,17.9
2/17/2023,12.2,0,-,7.2
2/18/2023,16.5,0,-,17.5
2/19/2023,4.8,0,-,13.5
2/20/2023,4.1,0,-,9.6
2/21/2023,14.5,2.1,-,15.9
2/22/2023,2.8,0,-,14
2/23/2023,6.1,2.3,-,20.4
2/24/2023,13.2,0,-,22.8
2/25/2023,8,6.4,-,7.9
2/26/2023,7.1,0,-,16.9
2/27/2023,13.9,1.1,-,17.1
2/28/2023,10.8,4.8,-,9.8
3/1/2023,7.3,1.3,-,17
3/2/2023,7.3,0,-,12.4
3/3/2023,9.9,0,-,12.5
3/4/2023,2.8,0,-,14.8
3/5/2023,8.6,2,-,7.7
3/6/2023,7.8,0,-,13.6
3/7/2023,4.2,1.4,-,16.6
3/8/2023,1.9,0,-,14.5
3/9/2023,8.2,2.6,-,14
3/10/2023,6.9,5.7,-,15.2
3/11/2023,1.9,2.3,-,12.4
3/12/2023,3.3,0,-,12.6
3/13/2023,8.6,3.6,-,13.4
3/14/2023,3.7,1.9,-,6.7
3/15/2023,3.2,2.5,-,10
3/16/2023,7.6,0,-,16.4
3/17/2023,6.5,0,-,3.5
3/18/2023,4.9,0,-,17.8
3/19/2023,4.2,2.1,-,8
3/20/2023,6.8,0,-,14
3/21/2023,3.6,0,-,7.4
3/22/2023,5.6,0,-,14.4
3/23/2023,6.8,0,-,13.5
3/24/2023,8.9,3.9,-,16.8
3/25/2023,8.2,3.1,-,16.1
3/26/2023,5.8,5.2,-,14.3
3/27/2023,3.3,3.9,-,10.1
3/28/2023,3.9,0,-,13.3
3/29/2023,14,1,-,10.7
3/30/2023,4.1,0.9,-,11.9
3/31/2023,9.3,0.7,-,15.4
4/1/2023,6.5,0,-,18.1
4/2/2023,6.6,0,-,12.1
4/3/2023,10.3,1.1,-,18.4
4/4/2023,3,0,-,12.6
4/5/2023,8.4,2.6,-,20.1
4/6/2023,6.3,0,-,13.3
4/7/2023,8.2,0,-,13.4
4/8/2023,6.5,0,-,7.6
4/9/2023,3.4,3,-,16
4/10/2023,2.7,0,-,7.7
4/11/2023,4.2,3.6,-,9.5
4/12/2023,4.9,0,-,13.1
4/13/2023,8.6,1.2,-,8.9
4/14/2023,8.2,0,-,11
4/15/2023,4.4,3,-,12.1
4/16/2023,2.2,2.6,-,14.3
4/17/2023,6,0,-,16.3
4/18/2023,5.2,1.4,-,14.3
4/19/2023,6.4,0.7,-,15
4/20/2023,7,2.2,-,6.6
4/21/2023,6.8,0,-,9.6
4/22/2023,0,4,-,7.1
4/23/2023,7.3,1,-,13
4/24/2023,7.5,2,-,21.8
4/25/2023,5.7,0,-,14.3
4/26/2023,5.2,0,-,8.6
4/27/2023,5.4,2.8,-,4.4
4/28/2023,4.8,0,-,17.9
4/29/2023,1.9,0.8,-,11.6
4/30/2023,10,5.1,-,12
5/1/2023,6.1,1.2,-,15.8
5/2/2023,7.1,0,-,14.7
5/3/2023,5.4,1.5,-,13.6
5/4/2023,2.7,0,-,10.2
5/5/2023,1.9,5.1,-,11.5
5/6/2023,13.6,1.5,-,6.8
5/7/2023,6.5,2.7,-,16
5/8/2023,8,0,-,14.6
5/9/2023,5.5,0,-,7.6
5/10/2023,4.5,1.1,-,16.7
5/11/2023,7.5,0,-,15.8
5/12/2023,5.7,0,-,8.8
5/13/2023,8.4,0.9,-,17.4
5/14/2023,4,0,-,8.2
5/15/2023,14.5,0.7,-,7.6
5/16/2023,11,0.8,-,15.5
5/17/2023,4.7,0,-,13.9
5/18/2023,2.6,0,-,9.8
5/19/2023,6.6,1.5,-,14.8
5/20/2023,7.5,2.7,-,15
5/21/2023,10.7,0,-,19.8
5/22/2023,2.9,0,-,11.1
5/23/2023,3.4,0,-,9.8
5/24/2023,7,0.8,-,5.8
5/25/2023,6.5,0,-,10.3
5/26/2023,7.1,0,-,10.1
5/27/2023,5.5,3.8,-,12.8
5/28/2023,7.8,0,-,15.7
5/29/2023,7.7,0,-,14.3
5/30/2023,3.1,0,-,16
5/31/2023,3.2,0,-,7.7
6/1/2023,4.3,0,-,15.8
6/2/2023,7.3,5.4,-,20.3
6/3/2023,4.1,2.2,-,12.2
6/4/2023,3.9,0,-,14.4
6/5/2023,5.1,2.9,-,17.7
6/6/2023,3.4,1,-,7.1
6/7/2023,6.1,1.1,-,13.6
6/8/2023,6.7,0,-,14.5
6/9/2023,8.7,0,-,12.8
6/10/2023,7.1,2.6,-,14.5
6/11/2023,4.8,1.1,-,12.8
6/12/2023,1,2.6,-,10.5
6/13/2023,5.6,0,-,15.6
6/14/2023,9.4,3.1,-,14.9
6/15/2023,8,3.6,-,9.1
6/16/2023,9.1,0,-,13.9
6/17/2023,10.6,1.8,-,6.2
6/18/2023,4.9,0.8,-,7.3
6/19/2023,0,0,-,11.3
6/20/2023,5.5,0,-,15.1
6/21/2023,8.6,0,-,6.8
6/22/2023,4.7,1.9,-,21.6
6/23/2023,2.7,0,-,14.6
6/24/2023,8.3,1.1,-,19.1
6/25/2023,3.1,0,-,12.8
6/26/2023,1.7,2.8,-,16.8
6/27/2023,3.9,1,-,14.2
6/28/2023,5.8,0,-,7.1
6/29/2023,5.4,0,-,9.9
6/30/2023,5.9,0.6,-,5.8
7/1/2023,7.7,0.8,-,10
7/2/2023,5.4,4.5,-,7.3
7/3/2023,2.9,0,-,10.4
7/4/2023,6.1,0,-,10.3
7/5/2023,1.7,1.5,-,15.8
7/6/2023,10.2,0,-,10.4
7/7/2023,4.5,0,-,12.9
7/8/2023,3.9,0,-,18.9
7/9/2023,2.6,2.2,-,10.1
7/10/2023,2.1,0,-,18.3
7/11/2023,4.2,0,-,13.1
7/12/2023,3,0,-,6.7
7/13/2023,7.3,1.3,-,17.4
7/14/2023,4,0,-,13.9
7/15/2023,5.8,0,-,20.9
7/16/2023,6,2.9,-,17.5
7/17/2023,4.9,1.8,-,14.9
7/18/2023,2.2,0.7,-,14.3
7/19/2023,3.6,0,-,12.9
7/20/2023,5.9,5.6,-,19.4
7/21/2023,6.6,0,-,16.1
7/22/2023,6.9,2.6,-,22
7/23/2023,6.3,1.2,-,15
7/24/2023,10.9,5.8,-,19.8
7/25/2023,6.1,3.5,-,14.2
7/26/2023,4.9,1,-,11.1
7/27/2023,3.7,0,-,6.3
7/28/2023,8.7,1,-,14.5
7/29/2023,6.5,0.8,-,16.1
7/30/2023,3.2,0,-,17.8
7/31/2023,6.2,0,-,8
8/1/2023,8.2,0,-,15.9
8/2/2023,6.7,0,-,13.8
8/3/2023,4.9,0,-,10.7
8/4/2023,2,0,-,18.8
8/5/2023,5.7,0,-,19.4
8/6/2023,9.4,3.4,-,13.7
8/7/2023,3.3,0,-,16.4
8/8/2023,5,2.6,-,14.5
8/9/2023,3.7,1.4,-,17.9
8/10/2023,4.1,0,-,13.7
8/11/2023,4.1,0,-,13.5
8/12/2023,7.5,0,-,27.9
8/13/2023,4.2,3.6,-,17.4
8/14/2023,4.2,0,-,8.5
8/15/2023,4.2,5.4,-,14.8
8/16/2023,4.2,4.3,-,14.2
8/17/2023,3.1,0,-,11
8/18/2023,4.3,2.8,-,10.1
8/19/2023,7.1,0,-,16.1
8/20/2023,4.8,0,-,16.2
8/21/2023,5,0,-,5.7
8/22/2023,5.4,2.2,-,19.3
8/23/2023,10.2,3,-,13.3
8/24/2023,3.5,4.2,-,13.1
8/25/2023,4.5,0,-,11.5
8/26/2023,6.1,2.1,-,17.8
8/27/2023,4.4,0,-,16.2
8/28/2023,6.7,0,-,8.3
8/29/2023,2.5,0,-,7.8
8/30/2023,7,0,-,10.5
8/31/2023,7.4,2.9,-,16.5
9/1/2023,8.5,1.2,-,15
9/2/2023,13.5,0,-,16.5
9/3/2023,2.3,0,-,14.9
9/4/2023,7.4,1.4,-,14
9/5/2023,6.1,1.6,-,19.3
9/6/2023,6.4,0,-,17.1
9/7/2023,3.8,0.6,-,12.3
9/8/2023,5.9,1.2,-,18.1
9/9/2023,9.8,4.2,-,18.6
9/10/2023,7,1.8,-,19.6
9/11/2023,2.8,0,-,9.3
9/12/2023,9.7,0,-,22.8
9/13/2023,4.4,1.8,-,14.2
9/14/2023,5.6,0.7,-,15.5
9/15/2023,9.2,0,-,18.5
9/16/2023,11.9,0.7,-,20.3
9/17/2023,4,2.5,-,21.5
9/18/2023,6,0,-,10.9
9/19/2023,7.1,0,-,19.7
9/20/2023,2.4,0,-,18.1
9/21/2023,7.1,0,-,10.4
9/22/2023,4.9,0.9,-,15.6
9/23/2023,9.2,0,-,9.7
9/24/2023,4.8,2.6,-,14.3
9/25/2023,3.7,1.5,-,19.6
9/26/2023,6.4,0.6,-,16.9
9/27/2023,5.1,2.7,-,15.1
9/28/2023,4.8,0,-,22.4
9/29/2023,5.4,4.5,-,13.5
9/30/2023,9.5,3.1,-,9
10/1/2023,6,1.5,-,8.9
10/2/2023,6.8,3.4,-,10.2
10/3/2023,11.4,6.3,-,18.8
10/4/2023,5.3,5.3,-,23.2
10/5/2023,0.8,0,-,10.4
10/6/2023,8.4,0,-,19.1
10/7/2023,9.6,0,-,12.2
10/8/2023,7.3,0.7,-,11.4
10/9/2023,4.3,0.7,-,18.2
10/10/2023,7.6,2.7,-,14.4
10/11/2023,1.8,0.8,-,20.5
10/12/2023,7.1,2.1,-,14.1
10/13/2023,8.1,0,-,8.8
10/14/2023,9.6,1,-,21.9
10/15/2023,5.7,0,-,11.9
10/16/2023,2.9,0,-,14.9
10/17/2023,7.6,2.5,-,10.1
10/18/2023,4.5,0,-,9.6
10/19/2023,10.6,1.1,-,13
10/20/2023,7.2,1.1,-,13.7
10/21/2023,2.8,2.3,-,9.8
10/22/2023,8.7,3,-,16.1
10/23/2023,2.3,3.5,-,11.6
10/24/2023,7.5,2.3,-,16.8
10/25/2023,3.6,1,-,21.1
10/26/2023,0,2.6,-,16.8
10/27/2023,5,2.8,-,13.8
10/28/2023,2.3,0,-,8.1
10/29/2023,6.1,3,-,15.1
10/30/2023,4.2,0.9,-,15.5
10/31/2023,5.8,0,-,15.5
11/1/2023,7.3,0.7,-,20.7
11/2/2023,3.3,0.7,-,18.9
11/3/2023,7.4,0,-,8.3
11/4/2023,9.1,3.3,-,23.7
11/5/2023,6.7,0,-,17.7
11/6/2023,9,0.9,-,8.9
11/7/2023,4.1,2.4,-,14.7
11/8/2023,8.4,0,-,13.9
11/9/2023,2.5,0,-,18.7
11/10/2023,4.2,0.8,-,17.3
11/11/2023,5.6,0,-,13
11/12/2023,5.8,0.6,-,7.1
11/13/2023,3.2,1.3,-,16.2
11/14/2023,7.7,6,-,16.6
11/15/2023,4.4,0,-,16.1
11/16/2023,2.9,1,-,14.9
11/17/2023,6.4,0,-,10.8
11/18/2023,9.9,1.9,-,21.2
11/19/2023,7,0,-,11.8
11/20/2023,3.7,0.8,-,17.8
11/21/2023,10.1,1.6,-,8.8
11/22/2023,3.9,0.8,-,12.8
11/23/2023,6.2,0,-,19.4
11/24/2023,4.2,2.4,-,20.5
11/25/2023,1.5,3.6,-,14.4
11/26/2023,8.6,1.3,-,18.2
11/27/2023,8.9,3,-,9.1
11/28/2023,5.2,0,-,14.2
11/29/2023,6.3,1.9,-,13.3
11/30/2023,6.8,1.8,-,15.1
12/1/2023,4.2,0,-,18.4
12/2/2023,2.3,0.7,-,9.9
12/3/2023,2.3,0,-,23.7
12/4/2023,6.4,1,-,12.5
12/5/2023,5.9,4.6,-,19.3
12/6/2023,6.5,0,-,7.9
12/7/2023,5.9,0,-,17.1
12/8/2023,4.3,1,-,20.9
12/9/2023,6.7,4.8,-,14.1
12/10/2023,3.6,0.9,-,16.8
12/11/2023,6,0.8,-,10.1
12/12/2023,6.2,2.2,1.3,15.1
12/13/2023,4.9,1.5,1.4,14
12/14/2023,10.7,0,10.8,6.6
12/15/2023,6,0,9.1,13.1
12/16/2023,5.5,0,6.3,17.5
12/17/2023,6.1,0,13.5,10.4
12/18/2023,7.6,1.8,4.5,11.3
12/19/2023,3.5,3.7,4,11
12/20/2023,5.4,0,7.9,10.3
12/21/2023,7.1,0.8,3.1,14.7
12/22/2023,7.1,2.1,6.5,22.5
12/23/2023,4.1,4.9,6.3,13
12/24/2023,7.2,1,4.8,6.6
12/25/2023,8.3,3.1,7.7,17.3
12/26/2023,8.3,0,2.6,12.4
12/27/2023,8,2.5,6.3,16.1
12/28/2023,5.7,1.4,6.8,13.3
12/29/2023,5.6,0,9.6,9.5
12/30/2023,5,0,6.6,23.9
12/31/2023,2.8,0.9,5.6,8.3
1/1/2024,3.9,0,8.8,22.5
1/2/2024,1.3,2.8,5.4,20.8
1/3/2024,4.8,0.8,9.5,9.9
1/4/2024,2.4,2.5,7.4,22.9
1/5/2024,4.9,0,4.1,15.1
1/6/2024,8.6,0,8.5,10.4
1/7/2024,1.9,2.4,5.3,13.8
1/8/2024,1.8,0,11.9,18
1/9/2024,8.6,3,10.4,24.8
1/10/2024,5,2.4,8.9,13
1/11/2024,7.4,2.1,6.8,17.6
1/12/2024,5.8,0,8,14.7
1/13/2024,7.5,3.8,5.9,18.6
1/14/2024,8.1,0,7.8,10.9
1/15/2024,3.5,5.1,9.1,18.1
1/16/2024,5.6,2.1,11.4,19
1/17/2024,5.3,0,12.1,11.2
1/18/2024,6.9,0,9.5,19.8
1/19/2024,8.3,2.3,13.3,14.4
1/20/2024,4.7,0,7.7,13.8
1/21/2024,4.6,0.6,4.5,15.1
1/22/2024,5.2,1.6,4.6,11.7
1/23/2024,11.1,7.5,10.7,15.9
1/24/2024,7.2,0.7,5.8,15.8
1/25/2024,3.3,0,5.2,8
1/26/2024,5.5,0,4.5,9.4
1/27/2024,9.2,6.3,10.3,14.7
1/28/2024,9.2,0.8,4.3,15.8
1/29/2024,6.9,4.6,6.8,14.2
1/30/2024,2,0,4.9,10.6
1/31/2024,5.4,1,5.8,12.7
2/1/2024,2.2,1.9,8.3,17.7
2/2/2024,2.9,1.7,5.5,6.2
2/3/2024,5.8,0,7,8.8
2/4/2024,10.5,2.9,9.8,20.5
2/5/2024,7.8,1.2,5.4,16.9
2/6/2024,9.2,1,6.2,22.3
2/7/2024,9.6,0,13.4,21
2/8/2024,3.5,3.3,5.3,13.6
2/9/2024,5.5,3.2,7.1,26.9
2/10/2024,6.6,4,8.3,18.9
2/11/2024,7.5,2,5.6,16
2/12/2024,8.6,3.8,9.8,16.3
2/13/2024,4.2,0,3.6,12.4
2/14/2024,10.6,3.7,8.2,18.7
2/15/2024,7.4,2.4,10.9,18.3
2/16/2024,4.3,2.7,5,19.7
2/17/2024,2.5,0,7.1,17.9
2/18/2024,6.1,2.3,7.3,12
2/19/2024,4.6,1.1,11,17.8
2/20/2024,1.9,0,3.8,16.7
2/21/2024,4,1.9,5.3,18.8
2/22/2024,8,1.6,13.5,14.8
2/23/2024,11.8,3.1,18.1,19.1
2/24/2024,4.9,0,7.2,13.4
2/25/2024,3.6,0,7.4,17.1
2/26/2024,3.4,0,9.9,12.8
2/27/2024,6.8,0,12.8,18.4
2/28/2024,7.5,0,4.5,13.7
2/29/2024,19.9,1.2,9.4,20.1
3/1/2024,8.2,0.8,5.1,21.3
3/2/2024,7.9,2,9.3,16.6
3/3/2024,6.6,2.1,5.1,11.6
3/4/2024,9.1,3.6,8.9,10.7
3/5/2024,4.1,0,7,17.2
3/6/2024,2.7,0,4.4,21.7
3/7/2024,4.5,0,3.7,15.2
3/8/2024,7.4,3.5,8.8,16.7
3/9/2024,3.1,2.1,8.7,21.8
3/10/2024,2.9,1.7,5.4,20.7
3/11/2024,8.2,3.3,5.1,13.2
3/12/2024,5.9,0.7,7,10.4
3/13/2024,9.9,0,7.2,15.7
3/14/2024,6.2,1.5,2,13.2
3/15/2024,8.3,1.3,13.9,17.2
3/16/2024,2.7,0,10,12.2
3/17/2024,6.7,3.5,9.9,14.5
3/18/2024,8.8,0.6,6.6,10.9
