Date,Ally,Varo,SoFi,Chime
5/27/2019,7.3,-,-,-
5/28/2019,8.9,-,-,-
5/29/2019,7,-,-,-
5/30/2019,11.7,-,-,-
5/31/2019,4.7,-,-,-
6/1/2019,7.5,-,-,-
6/2/2019,7.2,-,-,-
6/3/2019,8.1,-,-,-
6/4/2019,3.1,-,-,-
6/5/2019,5.9,-,-,-
6/6/2019,12.6,-,-,-
6/7/2019,1.1,-,-,-
6/8/2019,8.2,-,-,-
6/9/2019,5.8,-,-,-
6/10/2019,3.8,-,-,-
6/11/2019,3,-,-,-
6/12/2019,9.2,-,-,-
6/13/2019,8.3,-,-,-
6/14/2019,8.7,-,-,-
6/15/2019,5.5,-,-,-
6/16/2019,8,-,-,-
6/17/2019,3,-,-,-
6/18/2019,10.7,-,-,-
6/19/2019,3.3,-,-,-
6/20/2019,7.1,-,-,-
6/21/2019,2.4,-,-,-
6/22/2019,1.4,-,-,-
6/23/2019,10.4,-,-,-
6/24/2019,5.7,-,-,-
6/25/2019,8.9,-,-,-
6/26/2019,6.3,-,-,-
6/27/2019,6.1,-,-,-
6/28/2019,10.5,-,-,-
6/29/2019,4.1,-,-,-
6/30/2019,8.7,-,-,-
7/1/2019,7,-,-,-
7/2/2019,6.9,-,-,-
7/3/2019,3.4,-,-,-
7/4/2019,6.2,-,-,-
7/5/2019,6.7,-,-,-
7/6/2019,6.7,-,-,-
7/7/2019,6.2,-,-,-
7/8/2019,5.9,-,-,-
7/9/2019,6.7,-,-,-
7/10/2019,7.2,-,-,-
7/11/2019,4.5,-,-,-
7/12/2019,2.3,-,-,-
7/13/2019,5,-,-,-
7/14/2019,7.1,-,-,-
7/15/2019,9.7,-,-,-
7/16/2019,5,-,-,-
7/17/2019,8.8,-,-,-
7/18/2019,11.7,-,-,-
7/19/2019,6.9,-,-,-
7/20/2019,2.6,-,-,-
7/21/2019,5.7,-,-,-
7/22/2019,4.9,-,-,-
7/23/2019,3.4,-,-,-
7/24/2019,7.3,-,-,-
7/25/2019,9.7,-,-,-
7/26/2019,10.8,-,-,-
7/27/2019,8.5,-,-,-
7/28/2019,10.7,-,-,-
7/29/2019,4.4,-,-,-
7/30/2019,5.9,-,-,-
7/31/2019,6.3,-,-,-
8/1/2019,9,-,-,-
8/2/2019,3,-,-,-
8/3/2019,3.3,-,-,-
8/4/2019,7.8,-,-,-
8/5/2019,3.6,-,-,-
8/6/2019,9.6,-,-,-
8/7/2019,10.8,-,-,-
8/8/2019,6.4,-,-,-
8/9/2019,8,-,-,-
8/10/2019,5.3,-,-,-
8/11/2019,5.9,-,-,-
8/12/2019,4.2,-,-,-
8/13/2019,7.7,-,-,-
8/14/2019,7.5,-,-,-
8/15/2019,2.4,-,-,-
8/16/2019,4,-,-,-
8/17/2019,7.2,-,-,-
8/18/2019,6.3,-,-,-
8/19/2019,3.5,-,-,-
8/20/2019,13.4,-,-,-
8/21/2019,8,-,-,-
8/22/2019,2.9,-,-,-
8/23/2019,5.5,-,-,-
8/24/2019,4.9,-,-,-
8/25/2019,4.3,-,-,-
8/26/2019,4.6,-,-,-
8/27/2019,6.2,-,-,-
8/28/2019,10.6,-,-,-
8/29/2019,6.5,-,-,-
8/30/2019,6.1,-,-,-
8/31/2019,8.2,-,-,-
9/1/2019,10.2,-,-,-
9/2/2019,7.7,-,-,-
9/3/2019,12.7,-,-,-
9/4/2019,8.7,-,-,-
9/5/2019,9.9,-,-,-
9/6/2019,8.2,-,-,-
9/7/2019,9,-,-,-
9/8/2019,11.6,-,-,-
9/9/2019,3.4,-,-,-
9/10/2019,9.7,-,-,-
9/11/2019,5.2,-,-,-
9/12/2019,3.2,-,-,-
9/13/2019,4.2,-,-,-
9/14/2019,4,-,-,-
9/15/2019,11.9,-,-,-
9/16/2019,2.3,-,-,-
9/17/2019,11.9,-,-,-
9/18/2019,10.6,-,-,-
9/19/2019,8.2,-,-,-
9/20/2019,11.5,-,-,-
9/21/2019,7.4,-,-,-
9/22/2019,3,-,-,-
9/23/2019,8.6,-,-,-
9/24/2019,8.4,-,-,-
9/25/2019,5.1,-,-,-
9/26/2019,6.8,-,-,-
9/27/2019,8.7,-,-,-
9/28/2019,5,-,-,-
9/29/2019,3.5,-,-,-
9/30/2019,4.6,-,-,-
10/1/2019,8.9,-,-,-
10/2/2019,7.7,-,-,-
10/3/2019,8.8,-,-,-
10/4/2019,11,-,-,-
10/5/2019,10.3,-,-,-
10/6/2019,6.2,-,-,-
10/7/2019,6.3,-,-,-
10/8/2019,6.2,-,-,-
10/9/2019,6,-,-,-
10/10/2019,8,-,-,-
10/11/2019,8.2,-,-,-
10/12/2019,6.6,-,-,-
10/13/2019,5.3,-,-,-
10/14/2019,6.6,-,-,-
10/15/2019,7.1,-,-,-
10/16/2019,10,-,-,-
10/17/2019,6.3,-,-,-
10/18/2019,5.9,-,-,-
10/19/2019,4.8,-,-,-
10/20/2019,11.8,-,-,-
10/21/2019,7.3,-,-,-
10/22/2019,11.3,-,-,-
10/23/2019,7.9,-,-,-
10/24/2019,9.2,-,-,-
10/25/2019,2.4,-,-,-
10/26/2019,6.8,-,-,-
10/27/2019,8,-,-,-
10/28/2019,7,-,-,-
10/29/2019,5.1,-,-,-
10/30/2019,5.5,-,-,-
10/31/2019,7.8,-,-,-
11/1/2019,6.3,-,-,-
11/2/2019,10,-,-,-
11/3/2019,8.2,-,-,-
11/4/2019,8.5,-,-,-
11/5/2019,4.5,-,-,-
11/6/2019,6.8,-,-,-
11/7/2019,4.9,-,-,-
11/8/2019,5.8,-,-,-
11/9/2019,7.8,-,-,-
11/10/2019,7.8,-,-,-
11/11/2019,5.4,-,-,-
11/12/2019,4,-,-,-
11/13/2019,7.1,-,-,-
11/14/2019,2.7,-,-,-
11/15/2019,2,-,-,-
11/16/2019,12,-,-,-
11/17/2019,8.2,-,-,-
11/18/2019,9.9,-,-,-
11/19/2019,11.3,-,-,-
11/20/2019,8.1,-,-,-
11/21/2019,6.1,-,-,-
11/22/2019,8.6,-,-,-
11/23/2019,12.5,-,-,-
11/24/2019,10.7,-,-,-
11/25/2019,4.7,-,-,-
11/26/2019,5.3,-,-,-
11/27/2019,5.5,-,-,-
11/28/2019,6.8,-,-,-
11/29/2019,5.4,-,-,-
11/30/2019,2.6,-,-,-
12/1/2019,1.6,-,-,-
12/2/2019,6.5,-,-,-
12/3/2019,4.4,-,-,-
12/4/2019,9.9,-,-,-
12/5/2019,5.2,-,-,-
12/6/2019,6.5,-,-,-
12/7/2019,5.9,-,-,-
12/8/2019,11,-,-,-
12/9/2019,4.4,-,-,-
12/10/2019,9.2,-,-,-
12/11/2019,8.6,-,-,-
12/12/2019,9.1,-,-,-
12/13/2019,4.4,-,-,-
12/14/2019,9,-,-,-
12/15/2019,5.8,-,-,-
12/16/2019,4,-,-,-
12/17/2019,6.8,-,-,-
12/18/2019,8.9,-,-,-
12/19/2019,3.5,-,-,-
12/20/2019,4.8,-,-,-
12/21/2019,4.4,-,-,-
12/22/2019,4.6,-,-,-
12/23/2019,6.5,-,-,-
12/24/2019,12.7,-,-,-
12/25/2019,1.3,-,-,-
12/26/2019,1.5,-,-,-
12/27/2019,9.5,-,-,-
12/28/2019,2.5,-,-,-
12/29/2019,5.2,-,-,-
12/30/2019,6.1,-,-,-
12/31/2019,7.7,-,-,-
1/1/2020,9.6,-,-,-
1/2/2020,4.4,-,-,-
1/3/2020,4.7,-,-,-
1/4/2020,10.4,-,-,-
1/5/2020,3.5,-,-,-
1/6/2020,8,-,-,-
1/7/2020,9.5,-,-,-
1/8/2020,6.4,-,-,-
1/9/2020,2.3,-,-,-
1/10/2020,4.1,-,-,-
1/11/2020,6.2,-,-,-
1/12/2020,6.3,-,-,-
1/13/2020,9,-,-,-
1/14/2020,4.7,-,-,-
1/15/2020,8.2,-,-,-
1/16/2020,5.6,-,-,-
1/17/2020,8.3,-,-,-
1/18/2020,5.9,-,-,-
1/19/2020,5.6,-,-,-
1/20/2020,12,-,-,-
1/21/2020,6.3,-,-,-
1/22/2020,8.6,-,-,-
1/23/2020,5.9,-,-,-
1/24/2020,7.3,-,-,-
1/25/2020,4.1,-,-,-
1/26/2020,9.6,-,-,-
1/27/2020,5.4,-,-,-
1/28/2020,1.9,-,-,-
1/29/2020,9.9,-,-,-
1/30/2020,4.3,-,-,-
1/31/2020,11.7,-,-,-
2/1/2020,7.3,-,-,-
2/2/2020,4.6,-,-,-
2/3/2020,7.3,-,-,-
2/4/2020,8.1,-,-,-
2/5/2020,5,-,-,-
2/6/2020,7.1,-,-,-
2/7/2020,8.4,-,-,-
2/8/2020,7.4,-,-,-
2/9/2020,3.8,-,-,-
2/10/2020,9.8,-,-,-
2/11/2020,3.6,-,-,-
2/12/2020,12.7,-,-,-
2/13/2020,4.3,-,-,-
2/14/2020,6.9,-,-,-
2/15/2020,5.6,-,-,-
2/16/2020,4.5,-,-,-
2/17/2020,3.5,-,-,-
2/18/2020,7.2,-,-,-
2/19/2020,3.6,-,-,-
2/20/2020,9.6,-,-,-
2/21/2020,4.9,-,-,-
2/22/2020,3.9,-,-,-
2/23/2020,5.8,-,-,-
2/24/2020,3.3,-,-,-
2/25/2020,14.6,-,-,-
2/26/2020,4.5,-,-,-
2/27/2020,10.4,-,-,-
2/28/2020,5.5,-,-,-
2/29/2020,7.6,-,-,-
3/1/2020,7.9,-,-,-
3/2/2020,11,-,-,-
3/3/2020,6.9,-,-,-
3/4/2020,4.5,-,-,-
3/5/2020,8.4,-,-,-
3/6/2020,6.7,-,-,-
3/7/2020,6.4,-,-,-
3/8/2020,7.7,-,-,-
3/9/2020,5.8,-,-,-
3/10/2020,8.1,-,-,-
3/11/2020,5.7,-,-,-
3/12/2020,3.5,-,-,-
3/13/2020,10.5,-,-,-
3/14/2020,11.2,-,-,-
3/15/2020,7.8,-,-,-
3/16/2020,9.5,-,-,-
3/17/2020,6.1,-,-,-
3/18/2020,3.9,-,-,-
3/19/2020,3.6,-,-,-
3/20/2020,5,-,-,-
3/21/2020,6.3,-,-,-
3/22/2020,2.6,-,-,-
3/23/2020,4.7,-,-,-
3/24/2020,7.3,-,-,-
3/25/2020,3.2,-,-,-
3/26/2020,6.8,-,-,-
3/27/2020,3.6,-,-,-
3/28/2020,3.4,-,-,-
3/29/2020,6.4,-,-,-
3/30/2020,4.8,-,-,-
3/31/2020,9.2,-,-,-
4/1/2020,6,-,-,-
4/2/2020,4.3,-,-,-
4/3/2020,7.2,-,-,-
4/4/2020,3.9,-,-,-
4/5/2020,5.1,-,-,-
4/6/2020,6.4,-,-,-
4/7/2020,2,-,-,-
4/8/2020,7.1,-,-,-
4/9/2020,2.6,-,-,-
4/10/2020,3.1,-,-,-
4/11/2020,4.7,-,-,-
4/12/2020,6.9,-,-,-
4/13/2020,4.1,-,-,-
4/14/2020,6.9,-,-,-
4/15/2020,5.4,-,-,-
4/16/2020,1.5,-,-,-
4/17/2020,6.5,-,-,-
4/18/2020,4,-,-,-
4/19/2020,8,-,-,-
4/20/2020,6.5,-,-,-
4/21/2020,6.6,-,-,-
4/22/2020,6.3,-,-,-
4/23/2020,7.8,-,-,-
4/24/2020,2.4,-,-,-
4/25/2020,1.8,-,-,-
4/26/2020,7.9,-,-,-
4/27/2020,3.8,-,-,-
4/28/2020,9,-,-,-
4/29/2020,2.9,-,-,-
4/30/2020,5.3,-,-,-
5/1/2020,4.6,-,-,-
5/2/2020,4,-,-,-
5/3/2020,1,-,-,-
5/4/2020,2.3,-,-,-
5/5/2020,2.6,-,-,-
5/6/2020,8.1,-,-,-
5/7/2020,5.1,-,-,-
5/8/2020,4.2,-,-,-
5/9/2020,8.3,-,-,-
5/10/2020,3.8,-,-,-
5/11/2020,3,-,-,-
5/12/2020,2.1,-,-,-
5/13/2020,2.9,-,-,-
5/14/2020,2.7,-,-,-
5/15/2020,3.9,-,-,-
5/16/2020,7.4,-,-,-
5/17/2020,4.8,-,-,-
5/18/2020,6.5,-,-,-
5/19/2020,6.2,-,-,-
5/20/2020,10.9,-,-,-
5/21/2020,10.3,-,-,-
5/22/2020,7.3,-,-,-
5/23/2020,1.7,-,-,-
5/24/2020,6.1,-,-,-
5/25/2020,6.3,-,-,-
5/26/2020,4.9,-,-,-
5/27/2020,4.1,-,-,-
5/28/2020,8.7,-,-,-
5/29/2020,7.1,-,-,-
5/30/2020,4.4,-,-,-
5/31/2020,3.8,-,-,-
6/1/2020,9.8,-,-,-
6/2/2020,1.4,-,-,-
6/3/2020,2.5,-,-,-
6/4/2020,4,-,-,-
6/5/2020,3.5,-,-,-
6/6/2020,4.8,-,-,-
6/7/2020,4.9,-,-,-
6/8/2020,8.8,-,-,-
6/9/2020,6.9,-,-,-
6/10/2020,7.3,-,-,-
6/11/2020,5.8,-,-,-
6/12/2020,8.7,-,-,-
6/13/2020,5.3,-,-,-
6/14/2020,5.2,-,-,-
6/15/2020,5,-,-,-
6/16/2020,5.3,-,-,-
6/17/2020,5.5,-,-,-
6/18/2020,11.5,-,-,-
6/19/2020,0,-,-,-
6/20/2020,2.2,-,-,-
6/21/2020,2.9,-,-,-
6/22/2020,7,-,-,-
6/23/2020,2.6,-,-,-
6/24/2020,3.4,-,-,-
6/25/2020,4.6,-,-,-
6/26/2020,2.8,-,-,-
6/27/2020,5.4,-,-,-
6/28/2020,6.4,-,-,-
6/29/2020,5.1,-,-,-
6/30/2020,9.1,-,-,-
7/1/2020,4,-,-,-
7/2/2020,2.5,-,-,-
7/3/2020,7,-,-,-
7/4/2020,3.9,-,-,-
7/5/2020,2.3,-,-,-
7/6/2020,4.2,-,-,-
7/7/2020,4.1,-,-,-
7/8/2020,3.4,-,-,-
7/9/2020,1.8,-,-,-
7/10/2020,3.3,-,-,-
7/11/2020,4.2,-,-,-
7/12/2020,2,-,-,-
7/13/2020,7.7,-,-,-
7/14/2020,1.5,-,-,-
7/15/2020,4.9,-,-,-
7/16/2020,0.8,-,-,-
7/17/2020,4.8,-,-,-
7/18/2020,4.1,-,-,-
7/19/2020,4.3,-,-,-
7/20/2020,6,-,-,-
7/21/2020,1.3,-,-,-
7/22/2020,3.4,-,-,-
7/23/2020,3.5,-,-,-
7/24/2020,4.9,-,-,-
7/25/2020,1.9,-,-,-
7/26/2020,2.7,-,-,-
7/27/2020,2.1,-,-,-
7/28/2020,4.4,-,-,-
7/29/2020,7.2,-,-,-
7/30/2020,6.9,-,-,-
7/31/2020,2.4,-,-,-
8/1/2020,0.8,-,-,-
8/2/2020,7.5,-,-,-
8/3/2020,4.8,-,-,-
8/4/2020,2.1,-,-,-
8/5/2020,7.9,-,-,-
8/6/2020,4.4,-,-,-
8/7/2020,7.8,-,-,-
8/8/2020,1.8,-,-,-
8/9/2020,2.6,-,-,-
8/10/2020,7.2,-,-,-
8/11/2020,4.7,-,-,-
8/12/2020,7.8,-,-,-
8/13/2020,6.1,-,-,-
8/14/2020,3.1,-,-,-
8/15/2020,5.4,-,-,-
8/16/2020,4.2,-,-,-
8/17/2020,12.5,-,-,-
8/18/2020,9.3,-,-,-
8/19/2020,10.1,-,-,-
8/20/2020,3.5,-,-,-
8/21/2020,4.2,-,-,-
8/22/2020,4.9,-,-,-
8/23/2020,3.9,-,-,-
8/24/2020,3.9,-,-,-
8/25/2020,1.7,-,-,-
8/26/2020,8.5,-,-,-
8/27/2020,13.3,-,-,-
8/28/2020,2,-,-,-
8/29/2020,1.1,-,-,-
8/30/2020,6,-,-,-
8/31/2020,5.5,-,-,-
9/1/2020,6.4,-,-,-
9/2/2020,3.5,-,-,-
9/3/2020,4.7,-,-,-
9/4/2020,0,-,-,-
9/5/2020,5.7,-,-,-
9/6/2020,4.3,-,-,-
9/7/2020,8.4,-,-,-
9/8/2020,5.6,-,-,-
9/9/2020,2.9,-,-,-
9/10/2020,5.8,-,-,-
9/11/2020,2.2,-,-,-
9/12/2020,1,-,-,-
9/13/2020,3.8,-,-,-
9/14/2020,6.1,-,-,-
9/15/2020,5.6,-,-,-
9/16/2020,4.5,-,-,-
9/17/2020,5.6,-,-,-
9/18/2020,4.7,-,-,-
9/19/2020,4.6,-,-,-
9/20/2020,2.7,-,-,-
9/21/2020,7.4,-,-,-
9/22/2020,6.7,-,-,-
9/23/2020,3.8,-,-,-
9/24/2020,7.1,-,-,-
9/25/2020,2.7,-,-,-
9/26/2020,4.1,-,-,-
9/27/2020,4.9,-,-,-
9/28/2020,5.2,-,-,-
9/29/2020,6.9,-,-,-
9/30/2020,3.5,-,-,-
10/1/2020,3.2,-,-,-
10/2/2020,5.1,-,-,-
10/3/2020,5.3,-,-,-
10/4/2020,7.1,-,-,-
10/5/2020,3.4,-,-,-
10/6/2020,2.7,-,-,-
10/7/2020,6.5,-,-,-
10/8/2020,7.1,-,-,-
10/9/2020,4.9,-,-,-
10/10/2020,6.9,-,-,-
10/11/2020,2.2,-,-,-
10/12/2020,9.3,-,-,-
10/13/2020,7.6,-,-,-
10/14/2020,8.6,-,-,-
10/15/2020,6.1,-,-,-
10/16/2020,10.8,-,-,-
10/17/2020,8.3,-,-,-
10/18/2020,5.8,-,-,-
10/19/2020,5.2,-,-,-
10/20/2020,5.6,-,-,-
10/21/2020,7,-,-,-
10/22/2020,2.5,-,-,-
10/23/2020,0.6,-,-,-
10/24/2020,5,-,-,-
10/25/2020,3.8,-,-,-
10/26/2020,6.5,-,-,-
10/27/2020,9.7,-,-,-
10/28/2020,3.1,-,-,-
10/29/2020,6.1,-,-,-
10/30/2020,5.9,-,-,-
10/31/2020,5.8,-,-,-
11/1/2020,5.6,-,-,-
11/2/2020,2.8,-,-,-
11/3/2020,4.9,-,-,-
11/4/2020,2.8,-,-,-
11/5/2020,4.5,-,-,-
11/6/2020,5.4,-,-,-
11/7/2020,3.6,-,-,-
11/8/2020,5.3,-,-,-
11/9/2020,12.4,-,-,-
11/10/2020,9,-,-,-
11/11/2020,5.2,-,-,-
11/12/2020,5.3,-,-,-
11/13/2020,7.5,-,-,-
11/14/2020,11.4,-,-,-
11/15/2020,5.1,-,-,-
11/16/2020,1.7,-,-,-
11/17/2020,8.8,-,-,-
11/18/2020,2.4,-,-,-
11/19/2020,3.8,-,-,-
11/20/2020,9.3,-,-,-
11/21/2020,8.4,-,-,-
11/22/2020,5.1,-,-,-
11/23/2020,4,-,-,-
11/24/2020,3.3,-,-,-
11/25/2020,3.5,-,-,-
11/26/2020,3.6,-,-,-
11/27/2020,5.5,-,-,-
11/28/2020,5.1,-,-,-
11/29/2020,3.5,-,-,-
11/30/2020,8.4,-,-,-
12/1/2020,12.5,-,-,-
12/2/2020,8,-,-,-
12/3/2020,6.4,-,-,-
12/4/2020,3,-,-,-
12/5/2020,8.5,-,-,-
12/6/2020,8.5,-,-,-
12/7/2020,2.8,-,-,-
12/8/2020,3,-,-,-
12/9/2020,5.4,-,-,-
12/10/2020,5.1,-,-,-
12/11/2020,6.8,-,-,-
12/12/2020,5.5,-,-,-
12/13/2020,3.2,-,-,-
12/14/2020,6.3,-,-,-
12/15/2020,3.4,-,-,-
12/16/2020,8.5,-,-,-
12/17/2020,3.7,-,-,-
12/18/2020,5.9,-,-,-
12/19/2020,4,-,-,-
12/20/2020,4,-,-,-
12/21/2020,5,-,-,-
12/22/2020,5.6,-,-,-
12/23/2020,3.9,-,-,-
12/24/2020,10.3,-,-,-
12/25/2020,5.5,-,-,-
12/26/2020,3.4,-,-,-
12/27/2020,7.1,-,-,-
12/28/2020,2.6,-,-,-
12/29/2020,4.3,-,-,-
12/30/2020,5.9,-,-,-
12/31/2020,4.6,-,-,-
1/1/2021,2.5,-,-,-
1/2/2021,7.9,-,-,-
1/3/2021,5,-,-,-
1/4/2021,10.2,-,-,-
1/5/2021,6.1,-,-,-
1/6/2021,5.4,-,-,-
1/7/2021,2.4,-,-,-
1/8/2021,9.4,-,-,-
1/9/2021,5.7,-,-,-
1/10/2021,9.3,-,-,-
1/11/2021,8.7,-,-,-
1/12/2021,4.3,-,-,-
1/13/2021,9.8,-,-,-
1/14/2021,12,-,-,-
1/15/2021,7.3,-,-,-
1/16/2021,5.6,-,-,-
1/17/2021,9.7,-,-,-
1/18/2021,7.9,-,-,-
1/19/2021,2.7,-,-,-
1/20/2021,15.5,-,-,-
1/21/2021,5.8,-,-,-
1/22/2021,4.9,-,-,-
1/23/2021,5.6,-,-,-
1/24/2021,2.6,-,-,-
1/25/2021,2.4,-,-,-
1/26/2021,7.2,-,-,-
1/27/2021,16.6,-,-,-
1/28/2021,1.9,-,-,-
1/29/2021,4.1,-,-,-
1/30/2021,2,-,-,-
1/31/2021,4.6,-,-,-
2/1/2021,6.4,-,-,-
2/2/2021,5.8,-,-,-
2/3/2021,6.2,-,-,-
2/4/2021,6.6,-,-,-
2/5/2021,6.7,-,-,-
2/6/2021,3.1,-,-,-
2/7/2021,4.7,-,-,-
2/8/2021,4.4,-,-,-
2/9/2021,4.2,-,-,-
2/10/2021,7.4,-,-,-
2/11/2021,2.2,-,-,-
2/12/2021,8.5,-,-,-
2/13/2021,2.9,-,-,-
2/14/2021,2.6,-,-,-
2/15/2021,4.2,-,-,-
2/16/2021,5.8,-,-,-
2/17/2021,4,-,-,-
2/18/2021,7.6,-,-,-
2/19/2021,6.7,-,-,-
2/20/2021,2.8,-,-,-
2/21/2021,12.5,-,-,-
2/22/2021,3,-,-,-
2/23/2021,5.9,-,-,-
2/24/2021,4.1,-,-,-
2/25/2021,6.6,-,-,-
2/26/2021,6.8,-,-,-
2/27/2021,6,-,-,-
2/28/2021,6.3,-,-,-
3/1/2021,4.9,-,-,-
3/2/2021,5.7,-,-,-
3/3/2021,0.9,-,-,-
3/4/2021,7.2,-,-,-
3/5/2021,4.5,-,-,-
3/6/2021,6.1,-,-,-
3/7/2021,11.3,-,-,-
3/8/2021,1.3,-,-,-
3/9/2021,5,-,-,-
3/10/2021,6.9,-,-,-
3/11/2021,7.4,-,-,-
3/12/2021,7.4,-,-,-
3/13/2021,0.7,-,-,-
3/14/2021,4.5,-,-,-
3/15/2021,3.9,-,-,-
3/16/2021,4.7,-,-,-
3/17/2021,7.9,-,-,-
3/18/2021,2.5,-,-,-
3/19/2021,3.8,-,-,-
3/20/2021,4.7,-,-,-
3/21/2021,4,-,-,-
3/22/2021,7.2,-,-,-
3/23/2021,3.2,-,-,-
3/24/2021,2.9,-,-,-
3/25/2021,4.8,-,-,-
3/26/2021,6.8,-,-,-
3/27/2021,2,-,-,-
3/28/2021,2.6,-,-,-
3/29/2021,8.4,-,-,-
3/30/2021,3.5,-,-,-
3/31/2021,4.4,-,-,-
4/1/2021,5.4,-,-,-
4/2/2021,6.7,-,-,-
4/3/2021,1.6,-,-,-
4/4/2021,4.4,-,-,-
4/5/2021,2.9,-,-,-
4/6/2021,3.9,-,-,-
4/7/2021,1.3,-,-,-
4/8/2021,7.7,-,-,-
4/9/2021,2.3,-,-,-
4/10/2021,1.2,-,-,-
4/11/2021,3.6,-,-,-
4/12/2021,6.1,-,-,-
4/13/2021,4.8,-,-,-
4/14/2021,5,-,-,-
4/15/2021,7.4,-,-,-
4/16/2021,7.9,-,-,-
4/17/2021,5.8,-,-,-
4/18/2021,7.3,-,-,-
4/19/2021,8.9,-,-,-
4/20/2021,5.3,-,-,-
4/21/2021,5.4,-,-,-
4/22/2021,5.5,-,-,-
4/23/2021,5.1,-,-,-
4/24/2021,13.2,-,-,-
4/25/2021,5.5,-,-,-
4/26/2021,4.8,-,-,-
4/27/2021,7.4,-,-,-
4/28/2021,3.2,-,-,-
4/29/2021,7.2,-,-,-
4/30/2021,8.4,-,-,-
5/1/2021,6.5,-,-,-
5/2/2021,5.2,-,-,-
5/3/2021,5.8,-,-,-
5/4/2021,7,-,-,-
5/5/2021,4.2,-,-,-
5/6/2021,1.6,-,-,-
5/7/2021,5,-,-,-
5/8/2021,1.1,-,-,-
5/9/2021,3.2,-,-,-
5/10/2021,4.1,-,-,-
5/11/2021,6.6,-,-,-
5/12/2021,5.2,-,-,-
5/13/2021,5.1,-,-,-
5/14/2021,11.1,-,-,-
5/15/2021,3.4,-,-,-
5/16/2021,4.5,-,-,-
5/17/2021,3.9,-,-,-
5/18/2021,6.4,-,-,-
5/19/2021,8.5,-,-,-
5/20/2021,3.3,-,-,-
5/21/2021,4.1,-,-,-
5/22/2021,6.1,-,-,-
5/23/2021,4.2,-,-,-
