report_date,channel, spend 
5/25/2022,tiktok,1999.00
5/25/2022,tv,0.00
5/26/2022,apple brand search,2710.00
5/26/2022,apple non-brand search,401.00
5/26/2022,direct-mail,4603.00
5/26/2022,facebook,14152.00
5/26/2022,google brand search,4324.00
5/26/2022,google non-brand search,20559.00
5/26/2022,google uac,4811.00
5/26/2022,growth-promo,1300.00
5/26/2022,impact radius,26065.00
5/26/2022,influencer,26288.00
5/26/2022,podcast,492.00
5/26/2022,referral,12500.00
5/26/2022,snapchat, $-   
5/26/2022,tiktok,2183.00
5/26/2022,tv,0.00
5/27/2022,apple brand search,2775.00
5/27/2022,apple non-brand search,830.00
5/27/2022,direct-mail,4242.00
5/27/2022,facebook,15256.00
5/27/2022,google brand search,4316.00
5/27/2022,google non-brand search,17799.00
5/27/2022,google uac,5529.00
5/27/2022,growth-promo,2100.00
5/27/2022,impact radius,27680.00
5/27/2022,influencer,57152.00
5/27/2022,podcast,3483.00
5/27/2022,referral,14900.00
5/27/2022,snapchat, $-   
5/27/2022,tiktok,2889.00
5/27/2022,tv,0.00
5/28/2022,apple brand search,2330.00
5/28/2022,apple non-brand search,740.00
5/28/2022,direct-mail,2647.00
5/28/2022,facebook,14831.00
5/28/2022,google brand search,3690.00
5/28/2022,google non-brand search,14691.00
5/28/2022,google uac,5250.00
5/28/2022,growth-promo,1450.00
5/28/2022,impact radius,19390.00
5/28/2022,influencer,10640.00
5/28/2022,podcast,3483.00
5/28/2022,referral,8100.00
5/28/2022,snapchat, $-   
5/28/2022,tiktok,3569.00
5/28/2022,tv,0.00
5/29/2022,apple brand search,2169.00
5/29/2022,apple non-brand search,692.00
5/29/2022,direct-mail,2647.00
5/29/2022,facebook,16355.00
5/29/2022,google brand search,3690.00
5/29/2022,google non-brand search,15912.00
5/29/2022,google uac,5207.00
5/29/2022,impact radius,17365.00
5/29/2022,influencer,10936.00
5/29/2022,podcast,3483.00
5/29/2022,referral,200.00
5/29/2022,snapchat, $-   
5/29/2022,tiktok,3304.00
5/29/2022,tv,0.00
5/30/2022,apple brand search,2096.00
5/30/2022,apple non-brand search,726.00
5/30/2022,direct-mail,2647.00
5/30/2022,facebook,15931.00
5/30/2022,google brand search,3667.00
5/30/2022,google non-brand search,16470.00
5/30/2022,google uac,5102.00
5/30/2022,impact radius,22135.00
5/30/2022,influencer,8751.00
5/30/2022,podcast,4666.00
5/30/2022,referral,100.00
5/30/2022,snapchat, $-   
5/30/2022,tiktok,3583.00
5/30/2022,tv,0.00
5/31/2022,apple brand search,2464.00
5/31/2022,apple non-brand search,784.00
5/31/2022,direct-mail,2647.00
5/31/2022,facebook,14849.00
5/31/2022,google brand search,4922.00
5/31/2022,google non-brand search,18919.00
5/31/2022,google uac,6830.00
5/31/2022,growth-promo,50.00
5/31/2022,impact radius,27515.00
5/31/2022,influencer,18589.00
5/31/2022,podcast,7654.00
5/31/2022,referral,200.00
5/31/2022,snapchat, $-   
5/31/2022,tiktok,3410.00
5/31/2022,tv,2510.00
6/1/2022,apple brand search,3544.00
6/1/2022,apple non-brand search,911.00
6/1/2022,direct-mail,2647.00
6/1/2022,facebook,11356.00
6/1/2022,google brand search,4884.00
6/1/2022,google non-brand search,19267.00
6/1/2022,google uac,7113.00
6/1/2022,growth-promo,1050.00
6/1/2022,impact radius,32043.00
6/1/2022,influencer,49494.00
6/1/2022,podcast,7644.00
6/1/2022,referral,6400.00
6/1/2022,snapchat, $-   
6/1/2022,tiktok,3154.00
6/1/2022,tv,3230.00
6/2/2022,apple brand search,3031.00
6/2/2022,apple non-brand search,815.00
6/2/2022,direct-mail,2647.00
6/2/2022,facebook,9794.00
6/2/2022,google brand search,4370.00
6/2/2022,google non-brand search,17976.00
6/2/2022,google uac,7482.00
6/2/2022,growth-promo,900.00
6/2/2022,impact radius,27350.00
6/2/2022,influencer,43719.00
6/2/2022,podcast,7644.00
6/2/2022,referral,9800.00
6/2/2022,snapchat, $-   
6/2/2022,tiktok,2356.00
6/2/2022,tv,4738.00
6/3/2022,apple brand search,2581.00
6/3/2022,apple non-brand search,954.00
6/3/2022,direct-mail,2647.00
6/3/2022,facebook,9256.00
6/3/2022,google brand search,4040.00
6/3/2022,google non-brand search,16341.00
6/3/2022,google uac,7076.00
6/3/2022,growth-promo,1150.00
6/3/2022,impact radius,19171.00
6/3/2022,influencer,28009.00
6/3/2022,podcast,8444.00
6/3/2022,referral,16300.00
6/3/2022,snapchat, $-   
6/3/2022,tiktok,2407.00
6/3/2022,tv,5912.00
6/4/2022,apple brand search,2257.00
6/4/2022,apple non-brand search,824.00
6/4/2022,direct-mail,1504.00
6/4/2022,facebook,10231.00
6/4/2022,google brand search,4201.00
6/4/2022,google non-brand search,17174.00
6/4/2022,google uac,7004.00
6/4/2022,growth-promo,1000.00
6/4/2022,impact radius,15831.00
6/4/2022,influencer,17066.00
6/4/2022,podcast,8444.00
6/4/2022,referral,6500.00
6/4/2022,snapchat, $-   
6/4/2022,tiktok,2214.00
6/4/2022,tv,6160.00
6/5/2022,apple brand search,2092.00
6/5/2022,apple non-brand search,775.00
6/5/2022,direct-mail,1504.00
6/5/2022,facebook,10250.00
6/5/2022,google brand search,4277.00
6/5/2022,google non-brand search,15478.00
6/5/2022,google uac,7097.00
6/5/2022,growth-promo,50.00
6/5/2022,impact radius,11062.00
6/5/2022,influencer,54617.00
6/5/2022,podcast,8444.00
6/5/2022,snapchat, $-   
6/5/2022,tiktok,2155.00
6/5/2022,tv,6520.00
6/6/2022,apple brand search,2648.00
6/6/2022,apple non-brand search,921.00
6/6/2022,direct-mail,1504.00
6/6/2022,facebook,10312.00
6/6/2022,google brand search,5531.00
6/6/2022,google non-brand search,18564.00
6/6/2022,google uac,7538.00
6/6/2022,growth-promo,50.00
6/6/2022,impact radius,20402.00
6/6/2022,influencer,50062.00
6/6/2022,podcast,7878.00
6/6/2022,referral,100.00
6/6/2022,snapchat,1.00
6/6/2022,tiktok,2693.00
6/6/2022,tv,5693.00
6/7/2022,apple brand search,2753.00
6/7/2022,apple non-brand search,973.00
6/7/2022,direct-mail,1504.00
6/7/2022,facebook,9508.00
6/7/2022,google brand search,5564.00
6/7/2022,google non-brand search,17636.00
6/7/2022,google uac,7265.00
6/7/2022,growth-promo,150.00
6/7/2022,impact radius,22423.00
6/7/2022,influencer,37823.00
6/7/2022,podcast,7878.00
6/7/2022,referral,2500.00
6/7/2022,snapchat,194.00
6/7/2022,tiktok,2404.00
6/7/2022,tv,8018.00
6/8/2022,apple brand search,2730.00
6/8/2022,apple non-brand search,993.00
6/8/2022,direct-mail,1504.00
6/8/2022,facebook,10136.00
6/8/2022,google brand search,5496.00
6/8/2022,google non-brand search,17197.00
6/8/2022,google uac,8287.00
6/8/2022,growth-promo,850.00
6/8/2022,impact radius,26055.00
6/8/2022,influencer,25985.00
6/8/2022,podcast,5841.00
6/8/2022,referral,7900.00
6/8/2022,snapchat,219.00
6/8/2022,tiktok,2253.00
6/8/2022,tv,7905.00
6/9/2022,apple brand search,2931.00
6/9/2022,apple non-brand search,861.00
6/9/2022,direct-mail,1504.00
6/9/2022,facebook,3280.00
6/9/2022,google brand search,4871.00
6/9/2022,google non-brand search,16159.00
6/9/2022,google uac,8119.00
6/9/2022,growth-promo,800.00
6/9/2022,impact radius,20037.00
6/9/2022,influencer,24022.00
6/9/2022,podcast,5785.00
6/9/2022,referral,10900.00
6/9/2022,snapchat,62.00
6/9/2022,tiktok,1750.00
6/9/2022,tv,8554.00
6/10/2022,apple brand search,2618.00
6/10/2022,apple non-brand search,462.00
6/10/2022,direct-mail,1504.00
6/10/2022,facebook, $-   
6/10/2022,google brand search,2281.00
6/10/2022,google non-brand search,9427.00
6/10/2022,growth-promo,600.00
6/10/2022,impact radius,20273.00
6/10/2022,influencer,39771.00
6/10/2022,podcast,3274.00
6/10/2022,referral,7200.00
6/10/2022,snapchat, $-   
6/10/2022,tiktok, $-   
6/10/2022,tv,5630.00
6/11/2022,apple brand search,2299.00
6/11/2022,apple non-brand search, $-   
6/11/2022,direct-mail,1023.00
6/11/2022,facebook, $-   
6/11/2022,google brand search,1263.00
6/11/2022,google non-brand search,3924.00
6/11/2022,growth-promo,1650.00
6/11/2022,impact radius,11648.00
6/11/2022,influencer,34023.00
6/11/2022,podcast,3274.00
6/11/2022,referral,16400.00
6/11/2022,snapchat, $-   
6/11/2022,tiktok, $-   
6/11/2022,tv,1.00
6/12/2022,apple brand search,2060.00
6/12/2022,apple non-brand search, $-   
6/12/2022,direct-mail,1023.00
6/12/2022,facebook, $-   
6/12/2022,google brand search,1263.00
6/12/2022,google non-brand search,3919.00
6/12/2022,impact radius,14218.00
6/12/2022,influencer,20510.00
6/12/2022,podcast,3267.00
6/12/2022,snapchat, $-   
6/12/2022,tiktok, $-   
6/12/2022,tv,0.00
6/13/2022,apple brand search,2426.00
6/13/2022,apple non-brand search, $-   
6/13/2022,direct-mail,1023.00
6/13/2022,facebook, $-   
6/13/2022,google brand search,1293.00
6/13/2022,google non-brand search,4076.00
6/13/2022,impact radius,14517.00
6/13/2022,influencer,21236.00
6/13/2022,podcast,2843.00
6/13/2022,snapchat, $-   
6/13/2022,tiktok, $-   
6/13/2022,tv,0.00
6/14/2022,apple brand search,2419.00
6/14/2022,apple non-brand search, $-   
6/14/2022,direct-mail,1023.00
6/14/2022,facebook, $-   
6/14/2022,google brand search,1289.00
6/14/2022,google non-brand search,4056.00
6/14/2022,growth-promo,400.00
6/14/2022,impact radius,10200.00
6/14/2022,influencer,20459.00
6/14/2022,podcast,2280.00
6/14/2022,referral,3200.00
6/14/2022,snapchat, $-   
6/14/2022,tiktok, $-   
6/14/2022,tv,0.00
6/15/2022,apple brand search,2656.00
6/15/2022,apple non-brand search, $-   
6/15/2022,direct-mail,1023.00
6/15/2022,facebook, $-   
6/15/2022,google brand search,1300.00
6/15/2022,google non-brand search,3970.00
6/15/2022,growth-promo,600.00
6/15/2022,impact radius,15272.00
6/15/2022,influencer,17377.00
6/15/2022,podcast,2214.00
6/15/2022,referral,5900.00
6/15/2022,snapchat, $-   
6/15/2022,tiktok, $-   
6/15/2022,tv,0.00
6/16/2022,apple brand search,2461.00
6/16/2022,direct-mail,1023.00
6/16/2022,facebook, $-   
6/16/2022,google brand search,1271.00
6/16/2022,google non-brand search,3506.00
6/16/2022,growth-promo,50.00
6/16/2022,impact radius,12556.00
6/16/2022,influencer,12575.00
6/16/2022,podcast,3190.00
6/16/2022,referral,200.00
6/16/2022,snapchat, $-   
6/16/2022,tiktok, $-   
6/16/2022,tv,0.00
6/17/2022,apple brand search,2529.00
6/17/2022,direct-mail,11023.00
6/17/2022,facebook, $-   
6/17/2022,google brand search,1234.00
6/17/2022,google non-brand search,5468.00
6/17/2022,growth-promo,2750.00
6/17/2022,impact radius,6839.00
6/17/2022,influencer,7552.00
6/17/2022,podcast,5593.00
6/17/2022,referral,28300.00
6/17/2022,snapchat, $-   
6/17/2022,tiktok, $-   
6/17/2022,tv,0.00
6/18/2022,apple brand search,2174.00
6/18/2022,apple non-brand search, $-   
6/18/2022,direct-mail,722.00
6/18/2022,facebook, $-   
6/18/2022,google brand search,1221.00
6/18/2022,google non-brand search,4692.00
6/18/2022,growth-promo,400.00
6/18/2022,impact radius,5287.00
6/18/2022,influencer,4602.00
6/18/2022,podcast,5593.00
6/18/2022,referral,6200.00
6/18/2022,snapchat, $-   
6/18/2022,tiktok, $-   
6/18/2022,tv,0.00
6/19/2022,apple brand search,1578.00
6/19/2022,apple non-brand search, $-   
6/19/2022,direct-mail,722.00
6/19/2022,google brand search,1247.00
6/19/2022,google non-brand search,4744.00
6/19/2022,impact radius,4536.00
6/19/2022,influencer,2467.00
6/19/2022,podcast,5593.00
6/19/2022,snapchat, $-   
6/19/2022,tiktok, $-   
6/19/2022,tv,0.00
6/20/2022,apple brand search,1811.00
6/20/2022,direct-mail,722.00
6/20/2022,facebook, $-   
6/20/2022,google brand search,1259.00
6/20/2022,google non-brand search,5117.00
6/20/2022,growth-promo,50.00
6/20/2022,impact radius,7495.00
6/20/2022,influencer,2723.00
6/20/2022,podcast,5712.00
6/20/2022,referral,100.00
6/20/2022,snapchat, $-   
6/20/2022,tiktok, $-   
6/20/2022,tv,0.00
6/21/2022,apple brand search,2377.00
6/21/2022,apple non-brand search, $-   
6/21/2022,direct-mail,722.00
6/21/2022,facebook, $-   
6/21/2022,google brand search,1288.00
6/21/2022,google non-brand search,4767.00
6/21/2022,impact radius,8429.00
6/21/2022,influencer,3521.00
6/21/2022,podcast,5712.00
6/21/2022,referral,100.00
6/21/2022,snapchat, $-   
6/21/2022,tiktok, $-   
6/21/2022,tv,0.00
6/22/2022,apple brand search,2582.00
6/22/2022,direct-mail,722.00
6/22/2022,facebook, $-   
6/22/2022,google brand search,1243.00
6/22/2022,google non-brand search,4690.00
6/22/2022,growth-promo,450.00
6/22/2022,impact radius,9688.00
6/22/2022,influencer,4397.00
6/22/2022,podcast,5712.00
6/22/2022,referral,7500.00
6/22/2022,snapchat, $-   
6/22/2022,tiktok, $-   
6/22/2022,tv,0.00
6/23/2022,apple brand search,2941.00
6/23/2022,direct-mail,722.00
6/23/2022,facebook, $-   
6/23/2022,google brand search,1205.00
6/23/2022,google non-brand search,3550.00
6/23/2022,growth-promo,1050.00
6/23/2022,impact radius,7392.00
6/23/2022,influencer,184.00
6/23/2022,podcast,5055.00
6/23/2022,referral,12400.00
6/23/2022,snapchat, $-   
6/23/2022,tiktok, $-   
6/23/2022,tv,0.00
6/24/2022,apple brand search,2306.00
6/24/2022,apple non-brand search, $-   
6/24/2022,direct-mail,722.00
6/24/2022,facebook, $-   
6/24/2022,google brand search,1159.00
6/24/2022,google non-brand search,2268.00
6/24/2022,growth-promo,1100.00
6/24/2022,impact radius,4780.00
6/24/2022,influencer,100.00
6/24/2022,podcast,3046.00
6/24/2022,referral,13700.00
6/24/2022,snapchat, $-   
6/24/2022,tiktok, $-   
6/24/2022,tv,0.00
6/25/2022,apple brand search,2040.00
6/25/2022,direct-mail,632.00
6/25/2022,facebook, $-   
6/25/2022,google brand search,1166.00
6/25/2022,google non-brand search,2661.00
6/25/2022,growth-promo,300.00
6/25/2022,impact radius,4305.00
6/25/2022,influencer,20121.00
6/25/2022,podcast,3046.00
6/25/2022,referral,5800.00
6/25/2022,snapchat, $-   
6/25/2022,tiktok, $-   
6/25/2022,tv,0.00
6/26/2022,apple brand search,1884.00
6/26/2022,apple non-brand search, $-   
6/26/2022,direct-mail,632.00
6/26/2022,facebook, $-   
6/26/2022,google brand search,1201.00
6/26/2022,google non-brand search,2756.00
6/26/2022,growth-promo,150.00
6/26/2022,impact radius,3788.00
6/26/2022,influencer,20117.00
6/26/2022,podcast,2608.00
6/26/2022,snapchat, $-   
6/26/2022,tiktok, $-   
6/26/2022,tv,0.00
6/27/2022,apple brand search,2933.00
6/27/2022,apple non-brand search, $-   
6/27/2022,direct-mail,632.00
6/27/2022,facebook, $-   
6/27/2022,google brand search,1157.00
6/27/2022,google non-brand search,3005.00
6/27/2022,growth-promo,100.00
6/27/2022,impact radius,7868.00
6/27/2022,influencer,17073.00
6/27/2022,podcast,2494.00
6/27/2022,referral,200.00
6/27/2022,snapchat, $-   
6/27/2022,tiktok, $-   
6/27/2022,tv,0.00
6/28/2022,apple brand search,2591.00
6/28/2022,direct-mail,632.00
6/28/2022,facebook, $-   
6/28/2022,google brand search,1130.00
6/28/2022,google non-brand search,3750.00
6/28/2022,growth-promo,400.00
6/28/2022,impact radius,7382.00
6/28/2022,influencer,8586.00
6/28/2022,podcast,2494.00
6/28/2022,referral,4000.00
6/28/2022,snapchat, $-   
6/28/2022,tiktok, $-   
6/28/2022,tv,0.00
6/29/2022,apple brand search,2556.00
6/29/2022,direct-mail,632.00
6/29/2022,facebook,4407.00
6/29/2022,google brand search,1140.00
6/29/2022,google non-brand search,4289.00
6/29/2022,growth-promo,900.00
6/29/2022,impact radius,7819.00
6/29/2022,influencer,4045.00
6/29/2022,podcast,2309.00
6/29/2022,referral,5900.00
6/29/2022,snapchat, $-   
6/29/2022,tiktok, $-   
6/29/2022,tv,0.00
6/30/2022,apple brand search,2868.00
6/30/2022,direct-mail,632.00
6/30/2022,facebook,4308.00
6/30/2022,google brand search,1105.00
6/30/2022,google non-brand search,6101.00
6/30/2022,growth-promo,1450.00
6/30/2022,impact radius,6569.00
6/30/2022,influencer,4046.00
6/30/2022,podcast,1687.00
6/30/2022,referral,13050.00
6/30/2022,snapchat, $-   
6/30/2022,tiktok, $-   
6/30/2022,tv,0.00
7/1/2022,apple brand search,2647.00
7/1/2022,apple non-brand search, $-   
7/1/2022,direct-mail,632.00
7/1/2022,facebook,4522.00
7/1/2022,google brand search,1185.00
7/1/2022,google non-brand search,5029.00
7/1/2022,growth-promo,1450.00
7/1/2022,impact radius,6685.00
7/1/2022,influencer,4066.00
7/1/2022,podcast,1236.00
7/1/2022,referral,15900.00
7/1/2022,snapchat, $-   
7/1/2022,tiktok, $-   
7/1/2022,tv,0.00
7/2/2022,apple brand search,2294.00
7/2/2022,direct-mail,541.00
7/2/2022,facebook,4690.00
7/2/2022,google brand search,1112.00
7/2/2022,google non-brand search,3210.00
7/2/2022,growth-promo,450.00
7/2/2022,impact radius,3605.00
7/2/2022,influencer,4041.00
7/2/2022,podcast,1236.00
7/2/2022,referral,5800.00
7/2/2022,snapchat, $-   
7/2/2022,tiktok, $-   
7/2/2022,tv,0.00
7/3/2022,apple brand search,1934.00
7/3/2022,direct-mail,541.00
7/3/2022,facebook,5050.00
7/3/2022,google brand search,1078.00
7/3/2022,google non-brand search,2403.00
7/3/2022,impact radius,1825.00
7/3/2022,influencer,4054.00
7/3/2022,podcast,798.00
7/3/2022,snapchat, $-   
7/3/2022,tiktok, $-   
7/3/2022,tv,0.00
7/4/2022,apple brand search,1773.00
7/4/2022,direct-mail,541.00
7/4/2022,facebook,5177.00
7/4/2022,google brand search,843.00
7/4/2022,google non-brand search,1808.00
7/4/2022,growth-promo,50.00
7/4/2022,impact radius,5025.00
7/4/2022,influencer,45.00
7/4/2022,podcast,766.00
7/4/2022,snapchat, $-   
7/4/2022,tiktok, $-   
7/5/2022,apple brand search,2256.00
7/5/2022,direct-mail,541.00
7/5/2022,facebook,6101.00
7/5/2022,google brand search,906.00
7/5/2022,google non-brand search,1545.00
7/5/2022,growth-promo,100.00
7/5/2022,impact radius,6155.00
7/5/2022,influencer,9048.00
7/5/2022,podcast,766.00
7/5/2022,snapchat, $-   
7/5/2022,tiktok, $-   
7/6/2022,apple brand search,2962.00
7/6/2022,direct-mail,541.00
7/6/2022,facebook,6625.00
7/6/2022,google brand search,985.00
7/6/2022,google non-brand search,1645.00
7/6/2022,growth-promo,600.00
7/6/2022,impact radius,7350.00
7/6/2022,influencer,69.00
7/6/2022,podcast,725.00
7/6/2022,referral,7700.00
7/6/2022,snapchat, $-   
7/6/2022,tiktok, $-   
7/7/2022,apple brand search,3458.00
7/7/2022,apple non-brand search, $-   
7/7/2022,direct-mail,120.00
7/7/2022,facebook,6518.00
7/7/2022,google brand search,1215.00
7/7/2022,google non-brand search,119.00
7/7/2022,growth-promo,1050.00
7/7/2022,impact radius,5875.00
7/7/2022,influencer,76.00
7/7/2022,podcast,725.00
7/7/2022,referral,11800.00
7/7/2022,snapchat, $-   
7/7/2022,tiktok, $-   
7/8/2022,apple brand search,2388.00
7/8/2022,direct-mail, $-   
7/8/2022,facebook,6548.00
7/8/2022,google brand search,1068.00
7/8/2022,google non-brand search,177.00
7/8/2022,growth-promo,100.00
7/8/2022,impact radius,5355.00
7/8/2022,influencer,63.00
7/8/2022,podcast,651.00
7/8/2022,referral,100.00
7/8/2022,snapchat, $-   
7/8/2022,tiktok, $-   
7/9/2022,apple brand search,2653.00
7/9/2022,direct-mail, $-   
7/9/2022,facebook,6594.00
7/9/2022,google brand search,846.00
7/9/2022,google non-brand search,317.00
7/9/2022,growth-promo,500.00
7/9/2022,impact radius,3250.00
7/9/2022,influencer,55.00
7/9/2022,podcast,651.00
7/9/2022,referral,6500.00
7/9/2022,snapchat, $-   
7/9/2022,tiktok, $-   
7/10/2022,apple brand search,2451.00
7/10/2022,direct-mail, $-   
7/10/2022,facebook,6833.00
7/10/2022,google brand search,893.00
7/10/2022,google non-brand search,239.00
7/10/2022,growth-promo,350.00
7/10/2022,impact radius,2620.00
7/10/2022,influencer,53.00
7/10/2022,podcast,643.00
7/10/2022,referral,7950.00
7/10/2022,snapchat, $-   
7/10/2022,tiktok, $-   
7/11/2022,apple brand search,2910.00
7/11/2022,direct-mail, $-   
7/11/2022,facebook,6782.00
7/11/2022,google brand search,1113.00
7/11/2022,google non-brand search,433.00
7/11/2022,growth-promo,450.00
7/11/2022,impact radius,4190.00
7/11/2022,influencer,57.00
7/11/2022,podcast,708.00
7/11/2022,referral,6300.00
7/11/2022,snapchat, $-   
7/11/2022,tiktok, $-   
7/12/2022,apple brand search,2923.00
7/12/2022,direct-mail, $-   
7/12/2022,facebook,6844.00
7/12/2022,google brand search,1150.00
7/12/2022,google non-brand search,225.00
7/12/2022,growth-promo,200.00
7/12/2022,impact radius,3925.00
7/12/2022,influencer,59.00
7/12/2022,podcast,708.00
7/12/2022,referral,1650.00
7/12/2022,snapchat, $-   
7/12/2022,tiktok, $-   
7/13/2022,apple brand search,2910.00
7/13/2022,direct-mail, $-   
7/13/2022,facebook,6579.00
7/13/2022,google brand search,1430.00
7/13/2022,google non-brand search,175.00
7/13/2022,growth-promo,350.00
7/13/2022,impact radius,6815.00
7/13/2022,influencer,83.00
7/13/2022,podcast,708.00
7/13/2022,referral,2100.00
7/13/2022,snapchat, $-   
7/13/2022,tiktok, $-   
7/14/2022,apple brand search,2792.00
7/14/2022,direct-mail, $-   
7/14/2022,facebook,6685.00
7/14/2022,google brand search,1287.00
7/14/2022,google non-brand search,197.00
7/14/2022,growth-promo,850.00
7/14/2022,impact radius,4010.00
7/14/2022,influencer,54.00
7/14/2022,podcast,708.00
7/14/2022,referral,9550.00
7/14/2022,snapchat, $-   
7/14/2022,tiktok, $-   
7/15/2022,apple brand search,2854.00
7/15/2022,direct-mail, $-   
7/15/2022,facebook,6530.00
7/15/2022,google brand search,1113.00
7/15/2022,google non-brand search,278.00
7/15/2022,growth-promo,800.00
7/15/2022,impact radius,4285.00
7/15/2022,influencer,66.00
7/15/2022,podcast,687.00
7/15/2022,referral,12400.00
7/15/2022,snapchat, $-   
7/15/2022,tiktok, $-   
7/16/2022,apple brand search,2509.00
7/16/2022,direct-mail, $-   
7/16/2022,facebook,6787.00
7/16/2022,google brand search,1031.00
7/16/2022,google non-brand search,509.00
7/16/2022,growth-promo,600.00
7/16/2022,impact radius,4100.00
7/16/2022,influencer,53.00
7/16/2022,podcast,544.00
7/16/2022,referral,4250.00
7/16/2022,snapchat, $-   
7/16/2022,tiktok, $-   
7/17/2022,apple brand search,2181.00
7/17/2022,direct-mail, $-   
7/17/2022,facebook,6890.00
7/17/2022,google brand search,1019.00
7/17/2022,google non-brand search,703.00
7/17/2022,growth-promo,50.00
7/17/2022,impact radius,4430.00
7/17/2022,influencer,74.00
7/17/2022,podcast,106.00
7/17/2022,referral,300.00
7/17/2022,snapchat, $-   
7/17/2022,tiktok, $-   
7/18/2022,apple brand search,2664.00
7/18/2022,direct-mail, $-   
7/18/2022,facebook,7000.00
7/18/2022,google brand search,1171.00
7/18/2022,google non-brand search,1544.00
7/18/2022,impact radius,4970.00
7/18/2022,influencer,60.00
7/18/2022,podcast,63.00
7/18/2022,snapchat, $-   
7/18/2022,tiktok, $-   
7/19/2022,apple brand search,3165.00
7/19/2022,direct-mail, $-   
7/19/2022,facebook,6653.00
7/19/2022,google brand search,1326.00
7/19/2022,google non-brand search,1567.00
7/19/2022,growth-promo,150.00
7/19/2022,impact radius,6325.00
7/19/2022,influencer,59.00
7/19/2022,podcast,63.00
7/19/2022,referral,2000.00
7/19/2022,snapchat, $-   
7/19/2022,tiktok, $-   
7/20/2022,apple brand search,2961.00
7/20/2022,direct-mail, $-   
7/20/2022,facebook,6646.00
7/20/2022,google brand search,1257.00
7/20/2022,google non-brand search,1531.00
7/20/2022,growth-promo,550.00
7/20/2022,impact radius,8015.00
7/20/2022,influencer,66.00
7/20/2022,podcast,38.00
7/20/2022,referral,5250.00
7/20/2022,snapchat, $-   
7/20/2022,tiktok, $-   
7/21/2022,apple brand search,2772.00
7/21/2022,direct-mail, $-   
7/21/2022,facebook,6533.00
7/21/2022,google brand search,1171.00
7/21/2022,google non-brand search,1453.00
7/21/2022,growth-promo,400.00
7/21/2022,impact radius,6115.00
7/21/2022,influencer,73.00
7/21/2022,podcast,1024.00
7/21/2022,referral,9900.00
7/21/2022,snapchat, $-   
7/21/2022,tiktok, $-   
7/22/2022,apple brand search,2990.00
7/22/2022,direct-mail, $-   
7/22/2022,facebook,5519.00
7/22/2022,google brand search,1179.00
7/22/2022,google non-brand search,1713.00
7/22/2022,growth-promo,700.00
7/22/2022,impact radius,4770.00
7/22/2022,influencer,40567.00
7/22/2022,podcast,1024.00
7/22/2022,referral,12750.00
7/22/2022,snapchat, $-   
7/22/2022,tiktok, $-   
7/23/2022,apple brand search,3641.00
7/23/2022,direct-mail, $-   
7/23/2022,facebook,3354.00
7/23/2022,google brand search,1835.00
7/23/2022,google non-brand search,1249.00
7/23/2022,growth-promo,350.00
7/23/2022,impact radius,2890.00
7/23/2022,influencer,111923.00
7/23/2022,podcast,1024.00
7/23/2022,referral,5600.00
7/23/2022,snapchat, $-   
7/23/2022,tiktok, $-   
7/24/2022,apple brand search,2922.00
7/24/2022,direct-mail, $-   
7/24/2022,facebook,3449.00
7/24/2022,google brand search,1615.00
7/24/2022,google non-brand search,1498.00
7/24/2022,impact radius,2690.00
7/24/2022,influencer,86235.00
7/24/2022,podcast,1024.00
7/24/2022,snapchat, $-   
7/24/2022,tiktok, $-   
7/25/2022,apple brand search,2916.00
7/25/2022,direct-mail, $-   
7/25/2022,facebook,1767.00
7/25/2022,google brand search,1439.00
7/25/2022,google non-brand search,2332.00
7/25/2022,impact radius,4525.00
7/25/2022,influencer,51001.00
7/25/2022,podcast,1183.00
7/25/2022,referral,200.00
7/25/2022,snapchat, $-   
7/25/2022,tiktok, $-   
7/26/2022,apple brand search,2948.00
7/26/2022,direct-mail, $-   
7/26/2022,facebook, $-   
7/26/2022,google brand search,1380.00
7/26/2022,google non-brand search,2823.00
7/26/2022,growth-promo,200.00
7/26/2022,impact radius,3555.00
7/26/2022,influencer,37120.00
7/26/2022,podcast,1183.00
7/26/2022,referral,2250.00
7/26/2022,snapchat, $-   
7/26/2022,tiktok, $-   
7/27/2022,apple brand search,2983.00
7/27/2022,direct-mail, $-   
7/27/2022,facebook, $-   
7/27/2022,google brand search,1296.00
7/27/2022,google non-brand search,2711.00
7/27/2022,growth-promo,400.00
7/27/2022,impact radius,4245.00
7/27/2022,influencer,33191.00
7/27/2022,podcast,1183.00
7/27/2022,referral,4650.00
7/27/2022,snapchat, $-   
7/27/2022,tiktok, $-   
7/28/2022,apple brand search,2892.00
7/28/2022,direct-mail, $-   
7/28/2022,facebook, $-   
7/28/2022,google brand search,653.00
7/28/2022,google non-brand search,1940.00
7/28/2022,growth-promo,550.00
7/28/2022,impact radius,5825.00
7/28/2022,influencer,20315.00
7/28/2022,podcast,526.00
7/28/2022,referral,11150.00
7/28/2022,snapchat, $-   
7/28/2022,tiktok, $-   
7/29/2022,apple brand search,2677.00
7/29/2022,direct-mail, $-   
7/29/2022,facebook, $-   
7/29/2022,google brand search,1006.00
7/29/2022,google non-brand search,1683.00
7/29/2022,growth-promo,1100.00
7/29/2022,impact radius,4505.00
7/29/2022,influencer,16613.00
7/29/2022,podcast,526.00
7/29/2022,referral,15850.00
7/29/2022,snapchat, $-   
