report_date,channel, spend 
7/13/2021,google uac,66268.00
7/13/2021,impact radius,90.00
7/13/2021,influencer,8626.00
7/13/2021,promo,40650.00
7/13/2021,referral,959.00
7/13/2021,snapchat,16463.00
7/13/2021,tiktok,5074.00
7/13/2021,tv,18667.00
7/14/2021,facebook,117692.00
7/14/2021,google brand search,7953.00
7/14/2021,google non-brand search,10527.00
7/14/2021,google uac,66659.00
7/14/2021,impact radius,350.00
7/14/2021,influencer,8804.00
7/14/2021,referral,918.00
7/14/2021,snapchat,15135.00
7/14/2021,tiktok,6638.00
7/14/2021,tv,12941.00
7/15/2021,facebook,120960.00
7/15/2021,google brand search,8408.00
7/15/2021,google non-brand search,12305.00
7/15/2021,google uac,65585.00
7/15/2021,impact radius,305.00
7/15/2021,influencer,1826.00
7/15/2021,referral,1321.00
7/15/2021,snapchat,13880.00
7/15/2021,tiktok,7711.00
7/15/2021,tv,11748.00
7/16/2021,facebook,110994.00
7/16/2021,google brand search,8363.00
7/16/2021,google non-brand search,12212.00
7/16/2021,google uac,59060.00
7/16/2021,impact radius,285.00
7/16/2021,influencer,6351.00
7/16/2021,referral,948.00
7/16/2021,snapchat,11736.00
7/16/2021,tiktok,6275.00
7/16/2021,tv,10825.00
7/17/2021,facebook,105869.00
7/17/2021,google brand search,8236.00
7/17/2021,google non-brand search,12238.00
7/17/2021,google uac,57074.00
7/17/2021,impact radius,230.00
7/17/2021,influencer,597.00
7/17/2021,referral,1456.00
7/17/2021,snapchat,11115.00
7/17/2021,tiktok,5091.00
7/17/2021,tv,11255.00
7/18/2021,facebook,106540.00
7/18/2021,google brand search,8404.00
7/18/2021,google non-brand search,10343.00
7/18/2021,google uac,48023.00
7/18/2021,impact radius,380.00
7/18/2021,influencer,418.00
7/18/2021,referral,1327.00
7/18/2021,snapchat,10098.00
7/18/2021,tiktok,5565.00
7/18/2021,tv,11745.00
7/19/2021,facebook,107589.00
7/19/2021,google brand search,9407.00
7/19/2021,google non-brand search,5395.00
7/19/2021,google uac,48770.00
7/19/2021,impact radius,270.00
7/19/2021,influencer,16751.00
7/19/2021,referral,1504.00
7/19/2021,snapchat,12369.00
7/19/2021,tiktok,6143.00
7/19/2021,tv,15940.00
7/20/2021,facebook,108532.00
7/20/2021,google brand search,8404.00
7/20/2021,google non-brand search,3408.00
7/20/2021,google uac,42457.00
7/20/2021,impact radius,130.00
7/20/2021,influencer,11225.00
7/20/2021,referral,690.00
7/20/2021,snapchat,14016.00
7/20/2021,street-team,1727.00
7/20/2021,tiktok,5807.00
7/20/2021,tv,24043.00
7/21/2021,facebook,111552.00
7/21/2021,google brand search,8973.00
7/21/2021,google non-brand search,2738.00
7/21/2021,google uac,48264.00
7/21/2021,impact radius,250.00
7/21/2021,influencer,10228.00
7/21/2021,referral,912.00
7/21/2021,snapchat,17009.00
7/21/2021,street-team,1727.00
7/21/2021,tiktok,7130.00
7/21/2021,tv,15516.00
7/22/2021,facebook,118045.00
7/22/2021,google brand search,9350.00
7/22/2021,google non-brand search,3148.00
7/22/2021,google uac,54338.00
7/22/2021,impact radius,426.00
7/22/2021,influencer,1051.00
7/22/2021,referral,498.00
7/22/2021,snapchat,18272.00
7/22/2021,street-team,1727.00
7/22/2021,tiktok,7140.00
7/22/2021,tv,10832.00
7/23/2021,direct-mail,2175.00
7/23/2021,facebook,117634.00
7/23/2021,google brand search,6754.00
7/23/2021,google non-brand search,3830.00
7/23/2021,google uac,58719.00
7/23/2021,impact radius,210.00
7/23/2021,influencer,20325.00
7/23/2021,promo,68600.00
7/23/2021,referral,1083.00
7/23/2021,snapchat,15395.00
7/23/2021,street-team,1727.00
7/23/2021,tiktok,6132.00
7/23/2021,tv,10228.00
7/24/2021,direct-mail,10875.00
7/24/2021,facebook,117764.00
7/24/2021,google brand search,6308.00
7/24/2021,google non-brand search,7136.00
7/24/2021,google uac,71811.00
7/24/2021,impact radius,290.00
7/24/2021,influencer,620.00
7/24/2021,referral,1320.00
7/24/2021,snapchat,14459.00
7/24/2021,street-team,1727.00
7/24/2021,tiktok,5999.00
7/24/2021,tv,8662.00
7/25/2021,direct-mail,6525.00
7/25/2021,facebook,127684.00
7/25/2021,google brand search,6421.00
7/25/2021,google non-brand search,12222.00
7/25/2021,google uac,62634.00
7/25/2021,impact radius,260.00
7/25/2021,influencer,39929.00
7/25/2021,referral,734.00
7/25/2021,snapchat,14859.00
7/25/2021,street-team,1727.00
7/25/2021,tiktok,5839.00
7/25/2021,tv,6587.00
7/26/2021,direct-mail,4350.00
7/26/2021,facebook,123251.00
7/26/2021,google brand search,7039.00
7/26/2021,google non-brand search,13318.00
7/26/2021,google uac,66746.00
7/26/2021,impact radius,140.00
7/26/2021,influencer,48928.00
7/26/2021,referral,920.00
7/26/2021,snapchat,16555.00
7/26/2021,street-team,1727.00
7/26/2021,tiktok,5572.00
7/26/2021,tv,17559.00
7/27/2021,direct-mail,3625.00
7/27/2021,facebook,124363.00
7/27/2021,google brand search,6922.00
7/27/2021,google non-brand search,13693.00
7/27/2021,google uac,61152.00
7/27/2021,impact radius,370.00
7/27/2021,influencer,66941.00
7/27/2021,referral,1702.00
7/27/2021,snapchat,17074.00
7/27/2021,street-team,1727.00
7/27/2021,tiktok,8654.00
7/27/2021,tv,13100.00
7/28/2021,direct-mail,2900.00
7/28/2021,facebook,133083.00
7/28/2021,google brand search,6564.00
7/28/2021,google non-brand search,12372.00
7/28/2021,google uac,55886.00
7/28/2021,impact radius,100.00
7/28/2021,influencer,52753.00
7/28/2021,referral,1360.00
7/28/2021,snapchat,20287.00
7/28/2021,street-team,1727.00
7/28/2021,tiktok,9849.00
7/28/2021,tv,10112.00
7/29/2021,direct-mail,2900.00
7/29/2021,facebook,124184.00
7/29/2021,google brand search,6500.00
7/29/2021,google non-brand search,11354.00
7/29/2021,google uac,63046.00
7/29/2021,impact radius,150.00
7/29/2021,influencer,28341.00
7/29/2021,referral,968.00
7/29/2021,snapchat,21721.00
7/29/2021,street-team,2027.00
7/29/2021,tiktok,10384.00
7/29/2021,tv,11415.00
7/30/2021,direct-mail,2175.00
7/30/2021,facebook,122846.00
7/30/2021,google brand search,6353.00
7/30/2021,google non-brand search,9985.00
7/30/2021,google uac,58259.00
7/30/2021,impact radius, $-   
7/30/2021,influencer,21056.00
7/30/2021,referral,2702.00
7/30/2021,snapchat,24617.00
7/30/2021,street-team, $-   
7/30/2021,tiktok,10259.00
7/30/2021,tv,11173.00
7/31/2021,direct-mail,2175.00
7/31/2021,facebook,133154.00
7/31/2021,google brand search,5466.00
7/31/2021,google non-brand search,8745.00
7/31/2021,google uac,58795.00
7/31/2021,impact radius,40.00
7/31/2021,influencer,55330.00
7/31/2021,referral,1207.00
7/31/2021,snapchat,23283.00
7/31/2021,street-team, $-   
7/31/2021,tiktok,9357.00
7/31/2021,tv,10941.00
8/1/2021,direct-mail,1450.00
8/1/2021,facebook,133010.00
8/1/2021,google brand search,6363.00
8/1/2021,google non-brand search,11883.00
8/1/2021,google uac,59094.00
8/1/2021,impact radius,110.00
8/1/2021,influencer,6176.00
8/1/2021,referral,2137.00
8/1/2021,snapchat,25027.00
8/1/2021,street-team, $-   
8/1/2021,tiktok,9193.00
8/1/2021,tv,11229.00
8/2/2021,direct-mail,1450.00
8/2/2021,facebook,132778.00
8/2/2021,google brand search,6869.00
8/2/2021,google non-brand search,12642.00
8/2/2021,google uac,62487.00
8/2/2021,impact radius,187.00
8/2/2021,influencer,8107.00
8/2/2021,referral,3064.00
8/2/2021,snapchat,19096.00
8/2/2021,street-team, $-   
8/2/2021,tiktok,9513.00
8/2/2021,tv,10502.00
8/3/2021,direct-mail,3090.00
8/3/2021,facebook,131406.00
8/3/2021,google brand search,6938.00
8/3/2021,google non-brand search,10543.00
8/3/2021,google uac,58106.00
8/3/2021,impact radius,145.00
8/3/2021,influencer,18687.00
8/3/2021,referral,4363.00
8/3/2021,snapchat,20123.00
8/3/2021,street-team, $-   
8/3/2021,tiktok,8909.00
8/3/2021,tv,12601.00
8/4/2021,direct-mail,9651.00
8/4/2021,facebook,132383.00
8/4/2021,google brand search,6666.00
8/4/2021,google non-brand search,7801.00
8/4/2021,google uac,63305.00
8/4/2021,impact radius,235.00
8/4/2021,influencer,7975.00
8/4/2021,referral,9403.00
8/4/2021,snapchat,18899.00
8/4/2021,street-team, $-   
8/4/2021,tiktok,9527.00
8/4/2021,tv,12358.00
8/5/2021,direct-mail,6371.00
8/5/2021,facebook,124179.00
8/5/2021,google brand search,6615.00
8/5/2021,google non-brand search,9091.00
8/5/2021,google uac,55259.00
8/5/2021,impact radius,116.00
8/5/2021,influencer,38782.00
8/5/2021,referral,3749.00
8/5/2021,snapchat,18112.00
8/5/2021,street-team, $-   
8/5/2021,tiktok,9956.00
8/5/2021,tv,11695.00
8/6/2021,direct-mail,4731.00
8/6/2021,facebook,123402.00
8/6/2021,google brand search,6455.00
8/6/2021,google non-brand search,10569.00
8/6/2021,google uac,52257.00
8/6/2021,impact radius,50.00
8/6/2021,influencer,41266.00
8/6/2021,promo,148450.00
8/6/2021,referral,1745.00
8/6/2021,snapchat,16530.00
8/6/2021,street-team, $-   
8/6/2021,tiktok,9296.00
8/6/2021,tv,11842.00
8/7/2021,direct-mail,4184.00
8/7/2021,facebook,127057.00
8/7/2021,google brand search,6299.00
8/7/2021,google non-brand search,9142.00
8/7/2021,google uac,51690.00
8/7/2021,impact radius,140.00
8/7/2021,influencer,41400.00
8/7/2021,referral,2340.00
8/7/2021,snapchat,15553.00
8/7/2021,street-team, $-   
8/7/2021,tiktok,10062.00
8/7/2021,tv,11509.00
8/8/2021,direct-mail,2912.00
8/8/2021,facebook,124709.00
8/8/2021,google brand search,6337.00
8/8/2021,google non-brand search,8132.00
8/8/2021,google uac,43933.00
8/8/2021,impact radius,70.00
8/8/2021,influencer,20152.00
8/8/2021,referral,2063.00
8/8/2021,snapchat,15708.00
8/8/2021,street-team, $-   
8/8/2021,tiktok,10220.00
8/8/2021,tv,9568.00
8/9/2021,direct-mail,2912.00
8/9/2021,facebook,118001.00
8/9/2021,google brand search,6775.00
8/9/2021,google non-brand search,9790.00
8/9/2021,google uac,51622.00
8/9/2021,impact radius,90.00
8/9/2021,influencer,13832.00
8/9/2021,promo,28550.00
8/9/2021,referral,519.00
8/9/2021,snapchat,16883.00
8/9/2021,street-team, $-   
8/9/2021,tiktok,10543.00
8/9/2021,tv,10209.00
8/10/2021,direct-mail,2365.00
8/10/2021,facebook,122925.00
8/10/2021,google brand search,6729.00
8/10/2021,google non-brand search,9163.00
8/10/2021,google uac,55108.00
8/10/2021,impact radius,10.00
8/10/2021,influencer,40007.00
8/10/2021,referral,6203.00
8/10/2021,snapchat,16585.00
8/10/2021,street-team, $-   
8/10/2021,tiktok,8969.00
8/10/2021,tv,11724.00
8/11/2021,direct-mail,2365.00
8/11/2021,facebook,123006.00
8/11/2021,google brand search,6730.00
8/11/2021,google non-brand search,10077.00
8/11/2021,google uac,44995.00
8/11/2021,impact radius,145.00
8/11/2021,influencer,36000.00
8/11/2021,referral,4799.00
8/11/2021,snapchat,16529.00
8/11/2021,street-team, $-   
8/11/2021,tiktok,8970.00
8/11/2021,tv,12699.00
8/12/2021,direct-mail,1819.00
8/12/2021,facebook,114840.00
8/12/2021,google brand search,6549.00
8/12/2021,google non-brand search,8595.00
8/12/2021,google uac,41822.00
8/12/2021,impact radius,96.00
8/12/2021,influencer,17016.00
8/12/2021,referral,3731.00
8/12/2021,snapchat,16284.00
8/12/2021,street-team, $-   
8/12/2021,tiktok,9365.00
8/12/2021,tv,12262.00
8/13/2021,direct-mail,1819.00
8/13/2021,facebook,107651.00
8/13/2021,google brand search,6318.00
8/13/2021,google non-brand search,7085.00
8/13/2021,google uac,44742.00
8/13/2021,impact radius,130.00
8/13/2021,influencer,26291.00
8/13/2021,referral,3762.00
8/13/2021,snapchat,15185.00
8/13/2021,street-team, $-   
8/13/2021,tiktok,8766.00
8/13/2021,tv,12066.00
8/14/2021,direct-mail,1819.00
8/14/2021,facebook,106755.00
8/14/2021,google brand search,6154.00
8/14/2021,google non-brand search,7618.00
8/14/2021,google uac,41943.00
8/14/2021,impact radius,110.00
8/14/2021,influencer,19205.00
8/14/2021,referral,5642.00
8/14/2021,snapchat,15208.00
8/14/2021,street-team, $-   
8/14/2021,tiktok,8348.00
8/14/2021,tv,11527.00
8/15/2021,direct-mail,1819.00
8/15/2021,facebook,108468.00
8/15/2021,google brand search,6062.00
8/15/2021,google non-brand search,6748.00
8/15/2021,google uac,39949.00
8/15/2021,impact radius,170.00
8/15/2021,influencer,29159.00
8/15/2021,referral,7576.00
8/15/2021,snapchat,14734.00
8/15/2021,street-team, $-   
8/15/2021,tiktok,7513.00
8/15/2021,tv,9145.00
8/16/2021,direct-mail,1819.00
8/16/2021,facebook,104226.00
8/16/2021,google brand search,6723.00
8/16/2021,google non-brand search,9632.00
8/16/2021,google uac,38264.00
8/16/2021,impact radius,505.00
8/16/2021,influencer,45102.00
8/16/2021,referral,3767.00
8/16/2021,snapchat,14177.00
8/16/2021,street-team, $-   
8/16/2021,tiktok,6868.00
8/16/2021,tv,10265.00
8/17/2021,direct-mail,1819.00
8/17/2021,facebook,108765.00
8/17/2021,google brand search,6597.00
8/17/2021,google non-brand search,9920.00
8/17/2021,google uac,33678.00
8/17/2021,impact radius,730.00
8/17/2021,influencer,17566.00
8/17/2021,referral,2867.00
8/17/2021,snapchat,14390.00
8/17/2021,street-team, $-   
8/17/2021,tiktok,7484.00
8/17/2021,tv,12621.00
8/18/2021,direct-mail,1819.00
8/18/2021,facebook,92575.00
8/18/2021,google brand search,4576.00
8/18/2021,google non-brand search,9088.00
8/18/2021,google uac,24891.00
8/18/2021,impact radius,465.00
8/18/2021,influencer,42154.00
8/18/2021,referral,3525.00
8/18/2021,snapchat,16573.00
8/18/2021,street-team, $-   
8/18/2021,tiktok,10847.00
8/18/2021,tv,12928.00
8/19/2021,direct-mail,1272.00
8/19/2021,facebook,83348.00
8/19/2021,google brand search,2788.00
8/19/2021,google non-brand search,9523.00
8/19/2021,google uac,26537.00
8/19/2021,impact radius,545.00
8/19/2021,influencer,17676.00
8/19/2021,referral,5495.00
8/19/2021,snapchat,16841.00
8/19/2021,street-team, $-   
8/19/2021,tiktok,12251.00
8/19/2021,tv,14495.00
8/20/2021,direct-mail,1272.00
8/20/2021,facebook,79944.00
8/20/2021,google brand search,1648.00
8/20/2021,google non-brand search,9004.00
8/20/2021,google uac,23301.00
8/20/2021,impact radius,490.00
8/20/2021,influencer,16340.00
8/20/2021,promo,78650.00
8/20/2021,referral,2482.00
8/20/2021,snapchat,17836.00
8/20/2021,street-team, $-   
8/20/2021,tiktok,11123.00
8/20/2021,tv,8260.00
8/21/2021,direct-mail,1272.00
8/21/2021,facebook,84512.00
8/21/2021,google brand search,1518.00
8/21/2021,google non-brand search,8191.00
8/21/2021,google uac,21043.00
8/21/2021,impact radius,401.00
8/21/2021,influencer,36111.00
8/21/2021,referral,3349.00
8/21/2021,snapchat,16653.00
8/21/2021,street-team, $-   
8/21/2021,tiktok,6402.00
8/21/2021,tv,7690.00
8/22/2021,direct-mail,1272.00
8/22/2021,facebook,82003.00
8/22/2021,google brand search,1191.00
8/22/2021,google non-brand search,8521.00
8/22/2021,google uac,20167.00
8/22/2021,impact radius,700.00
8/22/2021,influencer,18305.00
8/22/2021,referral,1195.00
8/22/2021,snapchat,14822.00
8/22/2021,street-team, $-   
8/22/2021,tiktok, $-   
8/22/2021,tv,7215.00
8/23/2021,direct-mail,1272.00
8/23/2021,facebook,76682.00
8/23/2021,google brand search,1231.00
8/23/2021,google non-brand search,7789.00
8/23/2021,google uac,21475.00
8/23/2021,impact radius,665.00
8/23/2021,influencer,23095.00
8/23/2021,referral,2451.00
8/23/2021,snapchat,17060.00
8/23/2021,street-team, $-   
8/23/2021,tiktok,15494.00
8/23/2021,tv,9979.00
8/24/2021,direct-mail,1272.00
8/24/2021,facebook,73933.00
8/24/2021,google brand search,1551.00
8/24/2021,google non-brand search,6948.00
8/24/2021,google uac,17821.00
8/24/2021,impact radius,545.00
8/24/2021,influencer,138706.00
8/24/2021,referral,2519.00
8/24/2021,snapchat,17000.00
8/24/2021,street-team, $-   
8/24/2021,tiktok,8560.00
8/24/2021,tv,11618.00
8/25/2021,direct-mail,2217.00
8/25/2021,facebook,71973.00
8/25/2021,google brand search,1241.00
8/25/2021,google non-brand search,6945.00
8/25/2021,google uac,16684.00
8/25/2021,impact radius,545.00
8/25/2021,influencer,62600.00
8/25/2021,referral,3495.00
8/25/2021,snapchat,17115.00
8/25/2021,street-team, $-   
8/25/2021,tiktok,11546.00
8/25/2021,tv,12370.00
8/26/2021,direct-mail,5997.00
8/26/2021,facebook,73640.00
8/26/2021,google brand search,1328.00
8/26/2021,google non-brand search,7151.00
8/26/2021,google uac,14578.00
8/26/2021,impact radius,420.00
8/26/2021,influencer,31834.00
8/26/2021,referral,2718.00
8/26/2021,snapchat,17334.00
8/26/2021,street-team, $-   
8/26/2021,tiktok,10002.00
8/26/2021,tv,10789.00
8/27/2021,direct-mail,4107.00
8/27/2021,facebook,72920.00
8/27/2021,google brand search,1348.00
8/27/2021,google non-brand search,8302.00
8/27/2021,google uac,13599.00
8/27/2021,impact radius,615.00
8/27/2021,influencer,65952.00
8/27/2021,referral,2673.00
8/27/2021,snapchat,17530.00
8/27/2021,street-team, $-   
8/27/2021,tiktok,9441.00
8/27/2021,tv,11603.00
8/28/2021,direct-mail,3162.00
8/28/2021,facebook,66561.00
8/28/2021,google brand search,942.00
8/28/2021,google non-brand search,6126.00
8/28/2021,google uac,14255.00
8/28/2021,impact radius,596.00
8/28/2021,influencer,41488.00
8/28/2021,referral,4730.00
8/28/2021,snapchat,18672.00
8/28/2021,street-team, $-   
8/28/2021,tiktok,9364.00
8/28/2021,tv,7305.00
8/29/2021,direct-mail,2847.00
8/29/2021,facebook,64423.00
8/29/2021,google brand search,950.00
8/29/2021,google non-brand search,5821.00
8/29/2021,google uac,17529.00
8/29/2021,impact radius,726.00
8/29/2021,influencer,18940.00
8/29/2021,referral,3095.00
8/29/2021,snapchat,16405.00
8/29/2021,street-team, $-   
8/29/2021,tiktok,9578.00
8/29/2021,tv,7491.00
8/30/2021,direct-mail,2532.00
8/30/2021,facebook,63094.00
8/30/2021,google brand search,1132.00
8/30/2021,google non-brand search,7255.00
8/30/2021,google uac,18657.00
8/30/2021,impact radius,525.00
8/30/2021,influencer,22922.00
8/30/2021,promo,39500.00
8/30/2021,referral,3535.00
8/30/2021,snapchat,16143.00
8/30/2021,street-team, $-   
8/30/2021,tiktok,9251.00
8/30/2021,tv,9907.00
8/31/2021,direct-mail,2532.00
8/31/2021,facebook,56124.00
8/31/2021,google brand search,1179.00
8/31/2021,google non-brand search,8554.00
8/31/2021,google uac,15841.00
8/31/2021,impact radius,990.00
8/31/2021,influencer,48506.00
8/31/2021,promo,12900.00
8/31/2021,referral,4152.00
8/31/2021,snapchat,17031.00
8/31/2021,street-team, $-   
8/31/2021,tiktok,9063.00
8/31/2021,tv,11899.00
9/1/2021,direct-mail,2217.00
9/1/2021,facebook,56022.00
9/1/2021,google brand search,1032.00
9/1/2021,google non-brand search,8896.00
9/1/2021,google uac,15931.00
9/1/2021,impact radius,790.00
9/1/2021,influencer,27411.00
9/1/2021,referral,4507.00
9/1/2021,snapchat,17787.00
9/1/2021,street-team, $-   
9/1/2021,tiktok,9332.00
9/1/2021,tv,15462.00
9/2/2021,direct-mail,2217.00
9/2/2021,facebook,53904.00
9/2/2021,google brand search,587.00
9/2/2021,google non-brand search,4489.00
9/2/2021,google uac,25348.00
9/2/2021,impact radius,786.00
9/2/2021,influencer,34402.00
9/2/2021,referral,2294.00
9/2/2021,snapchat,17520.00
9/2/2021,street-team, $-   
9/2/2021,tiktok,9184.00
9/2/2021,tv,11297.00
9/3/2021,direct-mail,1902.00
9/3/2021,facebook,47164.00
9/3/2021,google brand search,699.00
9/3/2021,google non-brand search,6271.00
9/3/2021,google uac,28762.00
9/3/2021,impact radius,700.00
9/3/2021,influencer,5390.00
9/3/2021,referral,2711.00
9/3/2021,snapchat,12152.00
9/3/2021,street-team, $-   
9/3/2021,tiktok,8074.00
9/3/2021,tv,11149.00
9/4/2021,direct-mail,1902.00
9/4/2021,facebook,49666.00
9/4/2021,google brand search,825.00
9/4/2021,google non-brand search,8022.00
9/4/2021,google uac,19404.00
9/4/2021,impact radius,735.00
9/4/2021,influencer,7869.00
9/4/2021,referral,2832.00
9/4/2021,snapchat,10802.00
9/4/2021,street-team, $-   
9/4/2021,tiktok,8977.00
9/4/2021,tv,10933.00
9/5/2021,direct-mail,1902.00
9/5/2021,facebook,48438.00
9/5/2021,google brand search,697.00
9/5/2021,google non-brand search,7283.00
9/5/2021,google uac,21187.00
9/5/2021,impact radius,600.00
9/5/2021,influencer,10875.00
9/5/2021,referral,3737.00
9/5/2021,snapchat,11674.00
9/5/2021,street-team, $-   
9/5/2021,tiktok,9632.00
9/5/2021,tv,8559.00
9/6/2021,direct-mail,1902.00
9/6/2021,facebook,48399.00
9/6/2021,google brand search,680.00
9/6/2021,google non-brand search,8098.00
9/6/2021,google uac,16160.00
9/6/2021,impact radius,1060.00
9/6/2021,influencer,13509.00
9/6/2021,referral,3764.00
9/6/2021,snapchat,11752.00
9/6/2021,street-team, $-   
9/6/2021,tiktok,8823.00
9/6/2021,tv,10234.00
9/7/2021,direct-mail,1902.00
9/7/2021,facebook,45314.00
9/7/2021,google brand search,1113.00
9/7/2021,google non-brand search,16269.00
9/7/2021,google uac,16893.00
9/7/2021,impact radius,780.00
9/7/2021,influencer,31262.00
9/7/2021,promo,37150.00
9/7/2021,referral,3866.00
9/7/2021,snapchat,11224.00
9/7/2021,street-team, $-   
9/7/2021,tiktok,8322.00
9/7/2021,tv,12650.00
9/8/2021,direct-mail,1902.00
9/8/2021,facebook,43661.00
9/8/2021,google brand search,1831.00
9/8/2021,google non-brand search,9884.00
9/8/2021,google uac,14059.00
9/8/2021,impact radius,401.00
9/8/2021,influencer,7154.00
9/8/2021,referral,4705.00
9/8/2021,snapchat,11969.00
9/8/2021,street-team, $-   
9/8/2021,tiktok,9715.00
9/8/2021,tv,12151.00
9/9/2021,direct-mail,1902.00
9/9/2021,facebook,43973.00
9/9/2021,google brand search,1851.00
9/9/2021,google non-brand search,9388.00
9/9/2021,google uac,13634.00
9/9/2021,impact radius,627.00
9/9/2021,influencer,12353.00
9/9/2021,referral,2630.00
9/9/2021,snapchat,11034.00
9/9/2021,street-team, $-   
9/9/2021,tiktok,10945.00
9/9/2021,tv,11554.00
9/10/2021,direct-mail,1767.00
9/10/2021,facebook,47910.00
9/10/2021,google brand search,1847.00
9/10/2021,google non-brand search,9110.00
9/10/2021,google uac,15898.00
9/10/2021,impact radius,570.00
9/10/2021,influencer,7978.00
9/10/2021,referral,5750.00
9/10/2021,snapchat,11685.00
9/10/2021,street-team, $-   
9/10/2021,tiktok,9969.00
9/10/2021,tv,10614.00
9/11/2021,direct-mail,1762.00
9/11/2021,facebook,48916.00
9/11/2021,google brand search,1212.00
9/11/2021,google non-brand search,6021.00
9/11/2021,google uac,22283.00
9/11/2021,impact radius,230.00
9/11/2021,influencer,2431.00
9/11/2021,referral,6282.00
9/11/2021,snapchat,11201.00
9/11/2021,street-team, $-   
9/11/2021,tiktok,9871.00
9/11/2021,tv,10541.00
9/12/2021,direct-mail,1402.00
9/12/2021,facebook,50409.00
9/12/2021,google brand search,1086.00
9/12/2021,google non-brand search,4525.00
9/12/2021,google uac,22865.00
9/12/2021,impact radius,735.00
9/12/2021,influencer,947.00
9/12/2021,referral,4360.00
9/12/2021,snapchat,10681.00
9/12/2021,street-team, $-   
9/12/2021,tiktok,10122.00
9/12/2021,tv,7942.00
9/13/2021,direct-mail,1222.00
9/13/2021,facebook,53032.00
9/13/2021,google brand search,1612.00
9/13/2021,google non-brand search,7726.00
9/13/2021,google uac,20979.00
9/13/2021,impact radius,465.00
9/13/2021,influencer,165343.00
9/13/2021,referral,3412.00
9/13/2021,snapchat,11135.00
9/13/2021,street-team, $-   
9/13/2021,tiktok,9779.00
9/13/2021,tv,9979.00
9/14/2021,direct-mail,1162.00
9/14/2021,facebook,57122.00
9/14/2021,google brand search,1654.00
9/14/2021,google non-brand search,7353.00
9/14/2021,google uac,23595.00
9/14/2021,impact radius,586.00
9/14/2021,influencer,11301.00
9/14/2021,referral,4645.00
9/14/2021,snapchat,11105.00
9/14/2021,street-team, $-   
9/14/2021,tiktok,9687.00
9/14/2021,tv,11737.00
9/15/2021,direct-mail,1102.00
9/15/2021,facebook,66452.00
9/15/2021,google brand search,3152.00
9/15/2021,google non-brand search,8961.00
9/15/2021,google uac,21583.00
9/15/2021,impact radius,195.00
9/15/2021,influencer,14371.00
9/15/2021,referral,2636.00
9/15/2021,snapchat,11125.00
9/15/2021,street-team, $-   
9/15/2021,tiktok,8911.00
9/15/2021,tv,11584.00
9/16/2021,direct-mail,1102.00
9/16/2021,facebook,72507.00
9/16/2021,google brand search,3419.00
9/16/2021,google non-brand search,9038.00
9/16/2021,google uac,25307.00
9/16/2021,impact radius,545.00
9/16/2021,influencer,16452.00
9/16/2021,referral,4876.00
9/16/2021,snapchat,11668.00
9/16/2021,street-team, $-   
9/16/2021,tiktok,9506.00
9/16/2021,tv,11545.00
9/17/2021,direct-mail,1042.00
9/17/2021,facebook,80727.00
9/17/2021,google brand search,3422.00
9/17/2021,google non-brand search,9490.00
9/17/2021,google uac,26644.00
9/17/2021,impact radius,660.00
9/17/2021,influencer,13332.00
9/17/2021,referral,358.00
9/17/2021,snapchat,12100.00
9/17/2021,street-team, $-   
9/17/2021,tiktok,8620.00
9/17/2021,tv,10704.00
9/18/2021,direct-mail,1042.00
9/18/2021,facebook,88539.00
9/18/2021,google brand search,3459.00
9/18/2021,google non-brand search,8913.00
9/18/2021,google uac,29315.00
9/18/2021,impact radius,640.00
9/18/2021,influencer,8530.00
9/18/2021,referral,373.00
9/18/2021,snapchat,12368.00
9/18/2021,street-team, $-   
9/18/2021,tiktok,8948.00
9/18/2021,tv,10483.00
9/19/2021,direct-mail,982.00
9/19/2021,facebook,94183.00
9/19/2021,google brand search,3229.00
9/19/2021,google non-brand search,7710.00
9/19/2021,google uac,29051.00
9/19/2021,impact radius,780.00
9/19/2021,influencer,5963.00
9/19/2021,referral,329.00
9/19/2021,snapchat,11065.00
9/19/2021,street-team, $-   
9/19/2021,tiktok,8942.00
9/19/2021,tv,10065.00
9/20/2021,direct-mail,9969.00
9/20/2021,facebook,89924.00
9/20/2021,google brand search,3326.00
9/20/2021,google non-brand search,10991.00
9/20/2021,google uac,28949.00
9/20/2021,impact radius,516.00
9/20/2021,influencer,9000.00
9/20/2021,referral,268.00
9/20/2021,snapchat,10282.00
9/20/2021,street-team, $-   
9/20/2021,tiktok,10790.00
9/20/2021,tv,10635.00
9/21/2021,direct-mail,45919.00
9/21/2021,facebook,93340.00
9/21/2021,google brand search,3840.00
9/21/2021,google non-brand search,13834.00
9/21/2021,google uac,36473.00
9/21/2021,impact radius,440.00
9/21/2021,influencer,4801.00
9/21/2021,referral,406.00
9/21/2021,snapchat,12460.00
9/21/2021,street-team, $-   
9/21/2021,tiktok,11444.00
9/21/2021,tv,11916.00
9/22/2021,direct-mail,27397.00
9/22/2021,facebook,92462.00
9/22/2021,google brand search,4656.00
9/22/2021,google non-brand search,21447.00
9/22/2021,google uac,29691.00
9/22/2021,impact radius,420.00
9/22/2021,influencer,33361.00
9/22/2021,radio,1946.00
9/22/2021,referral,383.00
9/22/2021,snapchat,13017.00
9/22/2021,street-team, $-   
9/22/2021,tiktok,11467.00
9/22/2021,tv,11405.00
9/23/2021,direct-mail,18410.00
