"","rn","coef","xDecompAgg","xDecompPerc","xDecompMeanNon0","xDecompMeanNon0Perc","xDecompAggRF","xDecompPercRF","xDecompMeanNon0RF","xDecompMeanNon0PercRF","pos","train_size","rsq_train","rsq_val","rsq_test","nrmse_train","nrmse_val","nrmse_test","nrmse","decomp.rssd","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","solID","trial","iterNG","iterPar","iterations","robynPareto","total_spend","mean_spend","mean_spend_adstocked","mean_carryover","mean_response","spend_share","effect_share","roi_mean","roi_total","cpa_total","cluster","top_sol","boot_mean","boot_se","ci_low","ci_up","carryover_pct"
"11","Misc",8.99848282685233,177.129199567204,0.00105490560161518,0.190871982292246,0.00133662779598181,177.129199567204,0.00105490560161518,0.190871982292246,0.00133662779598181,TRUE,1,0.828211238570565,NA,NA,0.062835135969081,NA,NA,0.062835135969081,0.164902032376308,0,3.29316979365895,0.0004830261141,5648.87673040264,1e-04,"1_179_5",1,179,5,1251,3,1649259,1535.62290502793,1789.80225085201,254.179345824077,0.285636194735919,0.0164929168896128,0.00619805230930353,0.000186006729777662,0.00010739926207297,9311.05093925668,6,FALSE,0.000167815191888758,4.90473461101801e-06,0.000109454542688815,0.00022582585371454,0.231926732152359
"12","direct_mail",3.36049246683859,263.659403379704,0.00157024241188556,0.302708844293576,0.00211979280831706,263.659403379704,0.00157024241188556,0.302708844293576,0.00211979280831706,TRUE,1,0.828211238570565,NA,NA,0.062835135969081,NA,NA,0.062835135969081,0.164902032376308,0,3.29316979365895,0.0004830261141,5648.87673040264,1e-04,"1_179_5",1,179,5,1251,3,2264961,2108.90223463688,2181.74176996124,72.839535324358,0.504739667835148,0.0226500589241679,0.00922589148474726,0.000239337632416164,0.000116407921981749,8590.48063891035,6,FALSE,0.000159450857412537,1.39938737776361e-05,0,0.000325052473656011,0.129031165329869
"13","facebook",52.3848112292668,9141.49526607374,0.0544428280988252,8.51956688357289,0.0596603533402518,9141.49526607374,0.0544428280988252,8.51956688357289,0.0596603533402518,TRUE,1,0.828211238570565,NA,NA,0.062835135969081,NA,NA,0.062835135969081,0.164902032376308,0,3.29316979365895,0.0004830261141,5648.87673040264,1e-04,"1_179_5",1,179,5,1251,3,31543492,29370.1042830542,32353.281528011,2983.17724495699,5.99315311279453,0.31544117204403,0.319876485541723,0.000204056242192249,0.000289806064150213,3450.58342009599,6,FALSE,0.000312558981385383,3.44012830075138e-06,0.00027169537217063,0.000353316962777353,0.0162620428002121
"14","google_brand_search",10.249317693639,1499.99540113677,0.00893332976676056,1.3979453878255,0.0097894549016168,1499.99540113677,0.00893332976676056,1.3979453878255,0.0097894549016168,TRUE,1,0.828211238570565,NA,NA,0.062835135969081,NA,NA,0.062835135969081,0.164902032376308,0,3.29316979365895,0.0004830261141,5648.87673040264,1e-04,"1_179_5",1,179,5,1251,3,3363900,3132.12290502795,3854.94069584742,722.817790819484,1.11830497920227,0.0336396667381948,0.0524873932851091,0.000357043772901462,0.000445909629042708,2242.60687562821,6,FALSE,0.00032948298652288,2.16306304129375e-05,7.30776885987298e-05,0.00058629298343076,0.0547821282228329
"15","google_non_brand_search",16.8759192068774,2333.92225016932,0.0138998406894724,2.17513723221744,0.0152319311076536,2333.92225016932,0.0138998406894724,2.17513723221744,0.0152319311076536,TRUE,1,0.828211238570565,NA,NA,0.062835135969081,NA,NA,0.062835135969081,0.164902032376308,0,3.29316979365895,0.0004830261141,5648.87673040264,1e-04,"1_179_5",1,179,5,1251,3,7329326,6824.32588454374,9498.90521677643,2674.57933223265,1.56121562371841,0.0732947127012057,0.0816679137473797,0.000228772138102954,0.000318436135896986,3140.3471128776,6,FALSE,0.000287296043970173,1.52948268630897e-05,0.000105709001040694,0.000468598982890254,0.131207304501928
"16","google_uac",26.2329650341773,1807.14259770493,0.0107625668376209,2.33783000996758,0.0163712271234166,1807.14259770493,0.0107625668376209,2.33783000996758,0.0163712271234166,TRUE,1,0.828211238570565,NA,NA,0.062835135969081,NA,NA,0.062835135969081,0.164902032376308,0,3.29316979365895,0.0004830261141,5648.87673040264,1e-04,"1_179_5",1,179,5,1251,3,12748718,11870.3147113595,16037.1390858594,4166.82437449987,0.570105601012127,0.12748970684599,0.0632349967047426,4.80278421318145e-05,0.000141750927246562,7054.62757404471,6,FALSE,0.000172282759951816,8.59899309225362e-06,7.00811293617688e-05,0.000274103605399267,0.0744280946333227
"17","impact_radius",131.036875724239,2091.12100771426,0.0124538205450197,2.17146522088708,0.0152062169491251,2091.12100771426,0.0124538205450197,2.17146522088708,0.0152062169491251,TRUE,1,0.828211238570565,NA,NA,0.062835135969081,NA,NA,0.062835135969081,0.164902032376308,0,3.29316979365895,0.0004830261141,5648.87673040264,1e-04,"1_179_5",1,179,5,1251,3,3197084,2976.80074487897,3737.47846090588,760.677716026928,0.193601491157856,0.0319714736746082,0.0731718848307619,6.50367652221639e-05,0.000654071337416927,1528.88521907904,6,FALSE,0.000861714061984,4.09094521638841e-05,0.000376283476378575,0.00134691429725132,0.0140554538063054
"18","influencer",97.1325093801008,4442.03044242469,0.0264548296255416,4.1398233386996,0.028990126672902,4442.03044242469,0.0264548296255416,4.1398233386996,0.028990126672902,TRUE,1,0.828211238570565,NA,NA,0.062835135969081,NA,NA,0.062835135969081,0.164902032376308,0,3.29316979365895,0.0004830261141,5648.87673040264,1e-04,"1_179_5",1,179,5,1251,3,16496960,15360.2979515829,18114.454400937,2754.15644935409,1.04187819490938,0.164972869762279,0.155434209091094,6.78292959025584e-05,0.000269263575981556,3713.83317017411,6,FALSE,0.000319808441992444,9.66054278733954e-06,0.000205116640214105,0.000434325785772641,0.024907854732407
"19","podcast",39.3947731086009,1132.31147459937,0.00674356187600124,1.72608456493807,0.0120873298427787,1132.31147459937,0.00674356187600124,1.72608456493807,0.0120873298427787,TRUE,1,0.828211238570565,NA,NA,0.062835135969081,NA,NA,0.062835135969081,0.164902032376308,0,3.29316979365895,0.0004830261141,5648.87673040264,1e-04,"1_179_5",1,179,5,1251,3,607974,566.083798882686,751.489308124499,185.405509241817,0.13638739408693,0.00607986050283517,0.0396215066016192,0.000240931456360571,0.00186243404257315,536.931766248427,6,FALSE,0.001636544454299,6.99071296088443e-05,0.000807768868841438,0.00246640791209397,0.0554686376660866
"20","radio",82.4672072804756,826.149425672457,0.00492019192229443,1.87761233107376,0.0131484401306674,826.149425672457,0.00492019192229443,1.87761233107376,0.0131484401306674,TRUE,1,0.828211238570565,NA,NA,0.062835135969081,NA,NA,0.062835135969081,0.164902032376308,0,3.29316979365895,0.0004830261141,5648.87673040264,1e-04,"1_179_5",1,179,5,1251,3,39955,37.2020484171319,42.4919751013569,5.28992668422431,0.563952041289425,0.000399557919237959,0.0289083751754673,0.0151591663707883,0.0206769972637331,48.3629217165866,6,FALSE,0.0198085418752898,0.000224772036698253,0.0171411053942284,0.0224741190365443,0.132723026915617
"21","referral",47.7870539199755,1468.85907979174,0.00874789518070241,1.36892738098019,0.0095862492028671,1468.85907979174,0.00874789518070241,1.36892738098019,0.0095862492028671,TRUE,1,0.828211238570565,NA,NA,0.062835135969081,NA,NA,0.062835135969081,0.164902032376308,0,3.29316979365895,0.0004830261141,5648.87673040264,1e-04,"1_179_5",1,179,5,1251,3,2894117,2694.708566108,3173.38490098998,478.676334881973,0.547987988233678,0.0289417436253587,0.05139788038217,0.000203357051343457,0.000507532722343893,1970.31630863482,6,FALSE,0.00063551061654634,2.07386256344672e-05,0.000389548548682319,0.000881599851220327,0.0220721055575667
